Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSBTAG00000051645	4	9664779	9666083	-1
ENSBTAG00000048169	4	9704065	9704457	-1
ENSBTAG00000011226	4	113636352	113654163	1
ENSBTAG00000034905	4	9735071	9765541	-1
ENSBTAG00000021996	4	9764439	9772218	1
ENSBTAG00000011228	4	113651548	113656055	-1
ENSBTAG00000024431	4	9789227	9870626	-1
ENSBTAG00000011229	4	113656380	113658879	-1
ENSBTAG00000048379	4	113662016	113697641	1
ENSBTAG00000018363	4	9870503	9877234	1
ENSBTAG00000003810	4	9877592	9895506	-1
ENSBTAG00000050705	4	9909855	9926242	-1
ENSBTAG00000008468	4	113698770	113717852	1
ENSBTAG00000016752	4	113719034	113761445	-1
ENSBTAG00000011120	4	113721311	113742660	-1
ENSBTAG00000044023	4	9939646	10188536	-1
ENSBTAG00000051416	4	10203048	10206518	1
ENSBTAG00000018838	4	113763451	113782491	-1
ENSBTAG00000024204	4	113782741	113785400	-1
ENSBTAG00000000607	4	113788348	113803468	-1
ENSBTAG00000012456	4	10541020	10595196	-1
ENSBTAG00000014371	4	113811847	113816294	1
ENSBTAG00000014372	4	113816436	113848095	-1
ENSBTAG00000014255	4	10600800	10732873	1
ENSBTAG00000048514	4	113852661	113857720	-1
ENSBTAG00000004540	4	113890451	113925971	1
ENSBTAG00000006232	4	113931167	113956890	-1
ENSBTAG00000003019	4	113974519	113980489	-1
ENSBTAG00000031861	4	114003970	114056805	-1
ENSBTAG00000002917	4	114086044	114415801	-1
ENSBTAG00000017458	4	10781954	10893236	-1
ENSBTAG00000045535	4	114477816	114533940	1
ENSBTAG00000015844	4	11204075	11208760	-1
ENSBTAG00000002674	4	11210209	11235219	1
ENSBTAG00000000820	4	11242533	11247552	1
ENSBTAG00000021260	4	114567409	114591694	1
ENSBTAG00000003424	4	11330484	11345143	-1
ENSBTAG00000013472	4	11776554	11812997	1
ENSBTAG00000024199	4	114599696	114852530	-1
ENSBTAG00000009109	4	11886419	11939978	1
ENSBTAG00000021282	4	11992415	12063687	-1
ENSBTAG00000053735	4	12063954	12076656	1
ENSBTAG00000024426	4	12191129	12534305	1
ENSBTAG00000014871	4	114862025	114863629	1
ENSBTAG00000019597	4	114867152	114867355	-1
ENSBTAG00000030897	4	115029143	115054271	-1
ENSBTAG00000008032	4	115112614	115184356	1
ENSBTAG00000015654	4	12542354	12576328	-1
ENSBTAG00000009002	4	115468572	115468919	1
ENSBTAG00000034645	4	12593909	12631421	-1
ENSBTAG00000008361	4	12645430	12673193	-1
ENSBTAG00000018185	4	12750329	12843879	1
ENSBTAG00000047555	4	12852914	12853294	1
ENSBTAG00000014069	4	12881889	12895362	-1
ENSBTAG00000021941	4	116115071	116898738	1
ENSBTAG00000027134	4	13061840	13440805	1
ENSBTAG00000017505	4	116913457	116954800	-1
ENSBTAG00000002891	4	116984176	117001715	1
ENSBTAG00000001592	4	117125786	117138560	1
ENSBTAG00000003773	4	13462646	13692192	-1
ENSBTAG00000018917	4	117222455	117226427	1
ENSBTAG00000035660	4	13707135	13707455	1
ENSBTAG00000000397	4	117261920	117301793	-1
ENSBTAG00000052508	4	14054960	14079935	-1
ENSBTAG00000020685	4	14114994	14117046	1
ENSBTAG00000010243	4	117366283	117462802	1
ENSBTAG00000053173	4	14386701	14388049	-1
ENSBTAG00000021458	4	14390022	14394726	1
ENSBTAG00000024552	4	117486089	117495638	-1
ENSBTAG00000020335	4	118112314	118148730	1
ENSBTAG00000030817	4	118164563	118297036	-1
ENSBTAG00000016435	4	118348694	118361445	1
ENSBTAG00000030876	4	118379151	118383785	-1
ENSBTAG00000008025	4	118465389	118580636	1
ENSBTAG00000000771	4	118628470	118690018	1
ENSBTAG00000004958	4	118732679	119258101	-1
ENSBTAG00000016131	4	119334801	119408828	-1
ENSBTAG00000005483	4	119432686	119508052	-1
ENSBTAG00000024157	4	119527577	119572571	1
ENSBTAG00000037649	4	119626462	119695643	-1
ENSBTAG00000030838	4	119842607	119844347	1
ENSBTAG00000005653	4	33006669	33080056	1
ENSBTAG00000021535	4	33083035	33144192	-1
ENSBTAG00000035379	4	33212389	33213237	1
ENSBTAG00000038283	4	33226967	33248624	1
ENSBTAG00000020878	4	33249637	33286857	-1
ENSBTAG00000019276	4	33387397	33388681	1
ENSBTAG00000004023	4	33398732	33619877	1
ENSBTAG00000018989	4	33626562	33877961	-1
ENSBTAG00000024394	4	35390232	35616774	1
ENSBTAG00000018133	4	36254736	36631147	1
ENSBTAG00000014920	4	36966817	37237011	1
ENSBTAG00000017350	4	37450375	37838804	1
ENSBTAG00000020569	4	38152730	38673177	1
ENSBTAG00000017664	4	38929386	39010999	1
ENSBTAG00000006138	4	39939436	40145312	1
ENSBTAG00000047646	4	40232708	40262214	-1
ENSBTAG00000014220	4	40319707	40360899	-1
ENSBTAG00000017866	4	40380301	40443336	-1
ENSBTAG00000008641	4	40574285	40629320	1
ENSBTAG00000047294	4	40861857	40864160	1
ENSBTAG00000002714	4	40956253	41062151	-1
ENSBTAG00000051262	4	42761355	43002303	1
ENSBTAG00000022498	4	43148370	43148895	-1
ENSBTAG00000005102	4	43312172	43449891	-1
ENSBTAG00000033290	4	43450254	43454105	1
ENSBTAG00000015753	4	43464283	43548241	-1
ENSBTAG00000052433	4	43488782	43490674	1
ENSBTAG00000048468	4	43571206	43571609	1
ENSBTAG00000003825	4	43598679	43690863	-1
ENSBTAG00000015461	4	43758669	43758983	-1
ENSBTAG00000018430	4	43815426	43913447	1
ENSBTAG00000054348	4	43852384	43853697	-1
ENSBTAG00000009341	4	43916446	44057818	-1
ENSBTAG00000009717	4	44000211	44004848	1
ENSBTAG00000014879	4	44057955	44133423	1
ENSBTAG00000016324	4	44146960	44363428	-1
ENSBTAG00000024379	4	44155991	44279731	1
ENSBTAG00000014161	4	44363508	44428499	1
ENSBTAG00000014171	4	44427825	44517650	-1
ENSBTAG00000006876	4	44516585	44531440	1
ENSBTAG00000003784	4	44531524	44565511	-1
ENSBTAG00000046712	4	44569083	44582371	1
ENSBTAG00000009296	4	44588731	44624862	-1
ENSBTAG00000003658	4	44653832	45211015	-1
ENSBTAG00000052629	4	45156056	45161520	-1
ENSBTAG00000040058	4	45330008	45418109	-1
ENSBTAG00000000189	4	45537952	46117403	1
ENSBTAG00000048818	4	45576207	45979959	-1
ENSBTAG00000009207	4	46202241	46292635	1
ENSBTAG00000002175	4	46296970	46536298	-1
ENSBTAG00000047286	4	46337363	46340362	-1
ENSBTAG00000053913	4	46384653	46384898	1
ENSBTAG00000007743	4	46586617	46640231	-1
ENSBTAG00000008302	4	46646922	46670543	1
ENSBTAG00000053355	4	46670649	46685149	-1
ENSBTAG00000002037	4	46703819	46757682	-1
ENSBTAG00000049733	4	46833351	46955175	-1
ENSBTAG00000021365	4	47031326	47099902	1
ENSBTAG00000019794	4	47151949	47180223	-1
ENSBTAG00000015509	4	47321231	47361906	-1
ENSBTAG00000053836	4	47813589	47814290	-1
ENSBTAG00000020848	4	47988419	48021445	1
ENSBTAG00000014958	4	48154065	48255759	1
ENSBTAG00000005524	4	48265379	48296503	1
ENSBTAG00000005526	4	48291963	48507532	-1
ENSBTAG00000046917	4	48508186	48511734	1
ENSBTAG00000052002	4	48538065	48572713	-1
ENSBTAG00000021849	4	48572836	48643612	1
ENSBTAG00000010062	4	48677577	48736265	1
ENSBTAG00000018348	4	48759142	48773761	1
ENSBTAG00000015547	4	48780316	48813887	-1
ENSBTAG00000001908	4	48953177	48979994	1
ENSBTAG00000011412	4	48985684	49062759	-1
ENSBTAG00000033169	4	49150890	49196632	-1
ENSBTAG00000006732	4	49248702	49563305	-1
ENSBTAG00000024387	4	49589564	49629500	-1
ENSBTAG00000014795	4	49666022	49666903	1
ENSBTAG00000015353	4	49680896	49717933	1
ENSBTAG00000015366	4	49731840	49742113	-1
ENSBTAG00000052470	4	49746567	49747661	-1
ENSBTAG00000033197	4	49750583	49787423	1
ENSBTAG00000038795	4	49987458	50048654	1
ENSBTAG00000035945	4	50056455	50082481	-1
ENSBTAG00000053502	4	50099256	50100893	-1
ENSBTAG00000036154	4	50142139	50162526	-1
ENSBTAG00000021469	4	50399810	50651437	1
ENSBTAG00000006589	4	50743789	50957593	-1
ENSBTAG00000000169	4	51002521	51078365	1
ENSBTAG00000008097	4	51105613	51149684	1
ENSBTAG00000010756	4	51165809	51456320	-1
ENSBTAG00000004072	4	51491712	51546693	-1
ENSBTAG00000006161	4	51622340	51735652	-1
ENSBTAG00000017869	4	51865755	51901396	-1
ENSBTAG00000049397	4	51922890	51929009	-1
ENSBTAG00000021204	4	52169888	52225054	-1
ENSBTAG00000055251	4	52173991	52174995	1
ENSBTAG00000014228	4	52282339	52499410	1
ENSBTAG00000021543	4	53442844	53541143	-1
ENSBTAG00000011246	4	53771530	54076899	-1
ENSBTAG00000054178	4	54172627	54173103	1
ENSBTAG00000006733	4	54551942	54592009	1
ENSBTAG00000032844	4	55322299	55326426	1
ENSBTAG00000007608	4	55467396	55544715	1
ENSBTAG00000021967	4	55560579	55618384	1
ENSBTAG00000010555	4	55849056	55859542	-1
ENSBTAG00000010549	4	55863961	55887646	-1
ENSBTAG00000013050	4	55985141	56120652	-1
ENSBTAG00000021182	4	56119633	56598768	1
ENSBTAG00000004398	4	56808963	57722182	1
ENSBTAG00000045592	4	56850722	56851003	-1
ENSBTAG00000004399	4	57220961	57223087	-1
ENSBTAG00000020620	4	58359235	58359870	-1
ENSBTAG00000046588	4	59583232	59586115	-1
ENSBTAG00000021869	4	59588215	59594296	1
ENSBTAG00000002154	4	59642395	59643306	-1
ENSBTAG00000003490	4	59867412	60450510	1
ENSBTAG00000054914	4	60519727	60524264	-1
ENSBTAG00000018119	4	60544208	60732292	1
ENSBTAG00000009218	4	60772368	60825953	-1
ENSBTAG00000002011	4	60855915	60915546	1
ENSBTAG00000019065	4	60949038	61140520	-1
ENSBTAG00000001182	4	61204174	61302729	-1
ENSBTAG00000015105	4	61402841	61438886	1
ENSBTAG00000052566	4	61672562	61672888	1
ENSBTAG00000017541	4	61789173	61832723	1
ENSBTAG00000032650	4	61850902	61940801	1
ENSBTAG00000005785	4	61976304	62068881	1
ENSBTAG00000013768	4	62120709	62274639	-1
ENSBTAG00000053990	4	62600534	62601967	1
ENSBTAG00000010866	4	62664288	62917005	-1
ENSBTAG00000006528	4	63255358	63708251	-1
ENSBTAG00000055285	4	63730458	63732922	1
ENSBTAG00000032598	4	63733826	63746286	1
ENSBTAG00000052846	4	63764945	63768770	1
ENSBTAG00000016709	4	63788270	63807500	1
ENSBTAG00000016707	4	63812248	63854573	-1
ENSBTAG00000003115	4	63912710	63925721	1
ENSBTAG00000003114	4	63956366	64010228	-1
ENSBTAG00000002332	4	64014862	64018569	1
ENSBTAG00000002739	4	64554173	64715670	1
ENSBTAG00000001976	4	64759541	64779923	-1
ENSBTAG00000009254	4	64817186	64906352	-1
ENSBTAG00000000558	4	65090702	65093899	1
ENSBTAG00000020247	4	65266775	65377107	-1
ENSBTAG00000047599	4	65395787	65411689	-1
ENSBTAG00000000745	4	65433649	65447871	-1
ENSBTAG00000009390	4	65467521	65585947	-1
ENSBTAG00000001448	4	65603906	65608037	1
ENSBTAG00000014381	4	65647996	65705053	1
ENSBTAG00000018972	4	65704797	65758270	-1
ENSBTAG00000010597	4	65806682	65816128	1
ENSBTAG00000038235	4	65822126	65911847	1
ENSBTAG00000000260	4	65961977	66053326	-1
ENSBTAG00000052317	4	66186175	66214450	-1
ENSBTAG00000000521	4	66266959	66328519	-1
ENSBTAG00000007870	4	66328677	66340716	1
ENSBTAG00000016223	4	66355254	66421169	1
ENSBTAG00000016220	4	66423128	66443623	-1
ENSBTAG00000045567	4	66608858	66610438	-1
ENSBTAG00000020931	4	66634935	66970909	-1
ENSBTAG00000054573	4	67001833	67002936	1
ENSBTAG00000007146	4	67029848	67157458	1
ENSBTAG00000024340	4	67204660	67207092	1
ENSBTAG00000018909	4	67314290	67752296	-1
ENSBTAG00000019024	4	67992971	68321145	1
ENSBTAG00000019020	4	68323940	68407181	-1
ENSBTAG00000001036	4	68473794	68614954	1
ENSBTAG00000020919	4	68797645	68801018	-1
ENSBTAG00000014735	4	68842500	68844385	1
ENSBTAG00000014738	4	68857431	68861055	1
ENSBTAG00000040082	4	68862439	68872086	1
ENSBTAG00000048562	4	68868473	68869395	1
ENSBTAG00000053595	4	68877182	68880322	1
ENSBTAG00000001455	4	68885186	68887923	1
ENSBTAG00000024341	4	68894951	68898550	1
ENSBTAG00000012211	4	68898726	68901681	1
ENSBTAG00000008139	4	68902556	68934981	1
ENSBTAG00000001063	4	68911991	68914205	1
ENSBTAG00000008138	4	68939317	68941279	1
ENSBTAG00000013263	4	68945977	68948264	1
ENSBTAG00000047863	4	69002744	69003498	-1
ENSBTAG00000005650	4	69125496	69297030	1
ENSBTAG00000001822	4	69587812	69655430	-1
ENSBTAG00000049437	4	69722997	69734069	-1
ENSBTAG00000005726	4	69735135	69744610	1
ENSBTAG00000004136	4	69748359	69782790	-1
ENSBTAG00000019447	4	70667240	70670595	1
ENSBTAG00000019445	4	70699194	70727802	1
ENSBTAG00000022613	4	70735436	70738238	1
ENSBTAG00000019342	4	70844945	71041101	1
ENSBTAG00000046586	4	71063232	71063807	1
ENSBTAG00000015326	4	71088326	71192446	1
ENSBTAG00000015303	4	71173805	71303589	-1
ENSBTAG00000004503	4	71616842	71623983	-1
ENSBTAG00000010609	4	71959160	72031056	-1
ENSBTAG00000018064	4	72036169	72059949	-1
ENSBTAG00000007136	4	72076430	72308387	1
ENSBTAG00000024334	4	72118023	72118502	-1
ENSBTAG00000010390	4	72319442	72342353	-1
ENSBTAG00000002340	4	72378038	72407341	-1
ENSBTAG00000032393	4	72900781	72902435	-1
ENSBTAG00000046430	4	73324012	73427125	1
ENSBTAG00000015749	4	74355342	74368429	1
ENSBTAG00000003506	4	74405139	74430946	1
ENSBTAG00000003508	4	74443217	74502981	1
ENSBTAG00000052637	4	74512360	74512770	-1
ENSBTAG00000032166	4	74533033	74559891	1
ENSBTAG00000013226	4	74573944	74587244	1
ENSBTAG00000009655	4	74779686	74996283	1
ENSBTAG00000051057	4	75186128	75188292	1
ENSBTAG00000003994	4	76116349	76124835	1
ENSBTAG00000046768	4	76131287	76136846	-1
ENSBTAG00000009520	4	76174089	76273756	-1
ENSBTAG00000020704	4	76444976	76493685	-1
ENSBTAG00000046334	4	76511048	76513580	1
ENSBTAG00000010504	4	76522744	76531904	1
ENSBTAG00000051248	4	76537712	76548692	1
ENSBTAG00000008090	4	76550183	76603468	-1
ENSBTAG00000052466	4	76611350	76614443	1
ENSBTAG00000006377	4	76617184	76633185	1
ENSBTAG00000052945	4	76665960	76669082	1
ENSBTAG00000016975	4	76689344	76701169	1
ENSBTAG00000012003	4	76709520	76713230	-1
ENSBTAG00000011997	4	76730454	76748161	-1
ENSBTAG00000006029	4	76758582	76844759	-1
ENSBTAG00000010612	4	76859613	76862453	1
ENSBTAG00000010602	4	76865589	76874946	1
ENSBTAG00000044146	4	76889504	76912254	1
ENSBTAG00000006325	4	76917098	76988105	1
ENSBTAG00000012653	4	77025265	77117686	1
ENSBTAG00000000274	4	77120960	77129830	-1
ENSBTAG00000032288	4	77139555	77175906	1
ENSBTAG00000002066	4	77178578	77181080	1
ENSBTAG00000012241	4	77190290	77200482	1
ENSBTAG00000012237	4	77200840	77209981	-1
ENSBTAG00000007796	4	77228350	77236566	1
ENSBTAG00000013414	4	77284046	77335575	-1
ENSBTAG00000012968	4	77371216	77465906	1
ENSBTAG00000008143	4	77478669	77515252	-1
ENSBTAG00000021216	4	77539351	77804239	-1
ENSBTAG00000000991	4	78121755	78126851	-1
ENSBTAG00000000990	4	78127061	78137712	1
ENSBTAG00000009472	4	78136885	78147222	1
ENSBTAG00000010671	4	78761983	79063150	1
ENSBTAG00000048508	4	79288772	79302445	1
ENSBTAG00000053253	4	79872130	79873179	1
ENSBTAG00000032121	4	80159127	80928936	-1
ENSBTAG00000018715	4	80929262	80931409	1
ENSBTAG00000001528	4	80952446	81075991	-1
ENSBTAG00000054825	4	81171526	81177099	-1
ENSBTAG00000006661	4	81187581	81244481	-1
ENSBTAG00000001892	4	81286079	81291402	-1
ENSBTAG00000013648	4	81370877	81759991	-1
ENSBTAG00000007305	4	81966837	82156974	1
ENSBTAG00000031967	4	82295679	82507550	1
ENSBTAG00000000144	4	82533901	82573389	1
ENSBTAG00000053474	4	82638575	82641187	1
ENSBTAG00000055254	4	82692176	82710398	1
ENSBTAG00000002859	4	82720173	82744666	1
ENSBTAG00000012649	4	82786342	82793813	1
ENSBTAG00000006152	4	83911360	83911797	-1
ENSBTAG00000031464	4	83946063	83946737	1
ENSBTAG00000032077	4	84688361	85251322	1
ENSBTAG00000015337	4	85288736	85355349	-1
ENSBTAG00000016332	4	85453414	85480394	1
ENSBTAG00000002938	4	85491227	85814161	1
ENSBTAG00000002940	4	85839505	85850836	1
ENSBTAG00000007976	4	85865619	85918137	-1
ENSBTAG00000012119	4	86301179	86510240	1
ENSBTAG00000012128	4	86516905	86594679	-1
ENSBTAG00000013315	5	56789495	56795018	1
ENSBTAG00000017840	5	56796775	56831748	1
ENSBTAG00000017830	5	56836859	56890516	-1
ENSBTAG00000009281	5	56893433	56925355	-1
ENSBTAG00000009284	5	56910794	56923321	1
ENSBTAG00000010127	5	56934066	56938031	1
ENSBTAG00000020459	5	56937139	56964713	1
ENSBTAG00000004384	5	56979557	56994574	1
ENSBTAG00000045969	5	56979557	56980940	1
ENSBTAG00000004380	5	56997911	57009477	1
ENSBTAG00000004378	5	57009388	57011422	-1
ENSBTAG00000004376	5	57015019	57028863	1
ENSBTAG00000004374	5	57031093	57034101	1
ENSBTAG00000004371	5	57042171	57065001	1
ENSBTAG00000004367	5	57065720	57069211	-1
ENSBTAG00000011762	5	57074995	57086731	1
ENSBTAG00000046389	5	99655608	99660385	-1
ENSBTAG00000009023	5	17943910	17981541	1
ENSBTAG00000052361	5	57090764	57091294	1
ENSBTAG00000017549	5	18250809	18353485	-1
ENSBTAG00000002799	5	57091706	57097226	-1
ENSBTAG00000000966	5	99671846	99678614	-1
ENSBTAG00000002798	5	57097196	57103340	-1
ENSBTAG00000026754	5	57103613	57130431	1
ENSBTAG00000014697	5	57140987	57161786	1
ENSBTAG00000004587	5	19213683	19217415	-1
ENSBTAG00000000687	5	19295432	19400057	-1
ENSBTAG00000030426	5	99732061	99752814	-1
ENSBTAG00000010799	5	57161869	57164985	-1
ENSBTAG00000011765	5	99764511	99773990	-1
ENSBTAG00000011023	5	99782216	99792430	-1
ENSBTAG00000004547	5	99803497	99815138	1
ENSBTAG00000009552	5	19476824	19607517	-1
ENSBTAG00000014546	5	99833307	99860241	1
ENSBTAG00000031217	5	57165321	57168025	-1
ENSBTAG00000009543	5	57179946	57194004	-1
ENSBTAG00000030424	5	99860312	99880739	1
ENSBTAG00000009537	5	99887314	99899431	-1
ENSBTAG00000009542	5	57197914	57205232	-1
ENSBTAG00000030423	5	99905264	99936312	-1
ENSBTAG00000010451	5	57208094	57214801	-1
ENSBTAG00000010444	5	57215784	57236737	-1
ENSBTAG00000038896	5	57279798	57283196	-1
ENSBTAG00000012636	5	57292528	57302803	-1
ENSBTAG00000004293	5	99926493	99932833	1
ENSBTAG00000006160	5	57314953	57319225	-1
ENSBTAG00000012815	5	99947296	99960045	1
ENSBTAG00000014129	5	57321765	57337350	-1
ENSBTAG00000054870	5	99970279	99994406	1
ENSBTAG00000046742	5	100036888	100041664	1
ENSBTAG00000046980	5	100044286	100060577	-1
ENSBTAG00000004021	5	57339030	57344446	-1
ENSBTAG00000055140	5	100069711	100089192	1
ENSBTAG00000004019	5	57343063	57353330	1
ENSBTAG00000006851	5	100099708	100111353	1
ENSBTAG00000004018	5	57353452	57376105	-1
ENSBTAG00000007035	5	20831998	20833802	-1
ENSBTAG00000007990	5	20843517	20884065	-1
ENSBTAG00000014340	5	20929215	20936827	-1
ENSBTAG00000049487	5	100127740	100143640	1
ENSBTAG00000012026	5	100181622	100199602	1
ENSBTAG00000031146	5	57378226	57399551	1
ENSBTAG00000037534	5	100228198	100238336	-1
ENSBTAG00000016876	5	100277062	100277637	1
ENSBTAG00000002135	5	100297983	100305080	1
ENSBTAG00000039980	5	100319678	100336583	1
ENSBTAG00000053590	5	100376241	100380471	1
ENSBTAG00000001745	5	20971289	20978528	-1
ENSBTAG00000003505	5	21014376	21053400	-1
ENSBTAG00000009051	5	57426768	57433048	1
ENSBTAG00000009049	5	57433437	57437847	-1
ENSBTAG00000020664	5	57438695	57446182	1
ENSBTAG00000020663	5	57446157	57449119	-1
ENSBTAG00000053740	5	100386791	100406644	-1
ENSBTAG00000020662	5	57449443	57498922	1
ENSBTAG00000046324	5	100457856	100506412	-1
ENSBTAG00000007417	5	57506100	57512983	-1
ENSBTAG00000012029	5	100504892	100630214	1
ENSBTAG00000011931	5	57528943	57532768	1
ENSBTAG00000011927	5	57533663	57537461	-1
ENSBTAG00000011918	5	57538198	57541849	-1
ENSBTAG00000012897	5	57548839	57572012	1
ENSBTAG00000012896	5	57572503	57575448	-1
ENSBTAG00000006605	5	57608661	57609680	1
ENSBTAG00000031031	5	57626515	57627453	-1
ENSBTAG00000051656	5	57641621	57642664	-1
ENSBTAG00000051585	5	57661971	57662900	-1
ENSBTAG00000020330	5	22012139	22016602	-1
ENSBTAG00000005243	5	100679985	100732005	1
ENSBTAG00000033600	5	22259967	22260655	1
ENSBTAG00000038461	5	100755565	100810941	1
ENSBTAG00000052738	5	57673709	57674653	-1
ENSBTAG00000054814	5	57687287	57687511	1
ENSBTAG00000048372	5	57724117	57725043	-1
ENSBTAG00000049847	5	57740889	57741833	-1
ENSBTAG00000052662	5	57787718	57788656	1
ENSBTAG00000054300	5	57807632	57808585	-1
ENSBTAG00000052908	5	57855480	57856406	-1
ENSBTAG00000021122	5	57878122	57879057	-1
ENSBTAG00000053821	5	57908786	57909721	-1
ENSBTAG00000052453	5	57924954	57925916	-1
ENSBTAG00000000818	5	22559005	22644686	1
ENSBTAG00000047825	5	58067915	58068868	-1
ENSBTAG00000052093	5	58099644	58100579	-1
ENSBTAG00000049329	5	58112291	58113238	-1
ENSBTAG00000051156	5	58126697	58127632	-1
ENSBTAG00000046778	5	58179582	58180520	-1
ENSBTAG00000000421	5	22650472	22777435	-1
ENSBTAG00000048295	5	58207468	58208403	-1
ENSBTAG00000050480	5	58271115	58272053	-1
ENSBTAG00000051165	5	58285201	58286139	-1
ENSBTAG00000049219	5	58418220	58419158	1
ENSBTAG00000051274	5	58448566	58449501	-1
ENSBTAG00000048779	5	58463626	58464561	-1
ENSBTAG00000006313	5	58516084	58517061	-1
ENSBTAG00000053837	5	58550539	58551477	-1
ENSBTAG00000007447	5	23191702	23208104	1
ENSBTAG00000049581	5	58594819	58595757	-1
ENSBTAG00000049184	5	58618611	58619627	1
ENSBTAG00000048408	5	58694733	58695704	1
ENSBTAG00000021767	5	23214338	23255510	-1
ENSBTAG00000024691	5	58757261	58758202	-1
ENSBTAG00000051265	5	58765574	58766512	-1
ENSBTAG00000050381	5	58854800	58855759	-1
ENSBTAG00000049213	5	58878862	58879806	-1
ENSBTAG00000054097	5	58889511	58890449	-1
ENSBTAG00000049016	5	58916500	58917462	1
ENSBTAG00000045922	5	58924061	58925038	1
ENSBTAG00000053702	5	58939691	58940650	-1
ENSBTAG00000002708	5	23269801	23300622	1
ENSBTAG00000049913	5	59015180	59016118	-1
ENSBTAG00000051198	5	59045501	59046562	-1
ENSBTAG00000002913	5	59075467	59076405	-1
ENSBTAG00000051990	5	59116116	59117060	1
ENSBTAG00000048864	5	59161107	59162045	-1
ENSBTAG00000046446	5	59174046	59174975	-1
ENSBTAG00000012007	5	23367712	23380477	1
ENSBTAG00000049753	5	59261341	59262279	-1
ENSBTAG00000054193	5	59281584	59282522	-1
ENSBTAG00000039756	5	59304450	59305400	-1
ENSBTAG00000049751	5	59320329	59321321	1
ENSBTAG00000053229	5	59326016	59327008	1
ENSBTAG00000053772	5	59331705	59332697	1
ENSBTAG00000037629	5	59364927	59365874	-1
ENSBTAG00000052799	5	59441530	59442483	1
ENSBTAG00000054478	5	59465929	59466885	1
ENSBTAG00000038567	5	59500353	59501387	1
ENSBTAG00000051267	5	23473232	23664529	1
ENSBTAG00000053589	5	23617567	23617946	-1
ENSBTAG00000045722	5	59524006	59530242	1
ENSBTAG00000050988	5	59559256	59560269	1
ENSBTAG00000054855	5	59619848	59620804	-1
ENSBTAG00000011245	5	23915775	24071389	1
ENSBTAG00000046317	5	59658165	59661271	-1
ENSBTAG00000053957	5	59680315	59681292	-1
ENSBTAG00000048994	5	59723790	59724731	-1
ENSBTAG00000049374	5	59745045	59746001	-1
ENSBTAG00000049342	5	59800152	59801093	1
ENSBTAG00000005626	5	59885089	59886081	-1
ENSBTAG00000005120	5	59925024	59961156	1
ENSBTAG00000003183	5	60031676	60161682	-1
ENSBTAG00000052916	5	24067009	24067513	1
ENSBTAG00000052178	5	60126818	60128044	1
ENSBTAG00000016271	5	60214476	60222722	1
ENSBTAG00000016274	5	60222922	60248210	-1
ENSBTAG00000004484	5	24070404	24345243	-1
ENSBTAG00000016275	5	60255971	60270687	1
ENSBTAG00000016276	5	60276265	60299590	-1
ENSBTAG00000014375	5	24306913	24595494	-1
ENSBTAG00000014669	5	24684273	24711486	-1
ENSBTAG00000017729	5	24721336	24760106	-1
ENSBTAG00000016415	5	60305573	60336225	-1
ENSBTAG00000014030	5	24766344	24868854	-1
ENSBTAG00000001509	5	60480235	60548556	1
ENSBTAG00000014044	5	24868908	24939568	1
ENSBTAG00000053941	5	24932891	24933955	-1
ENSBTAG00000052805	5	25069181	25070402	1
ENSBTAG00000049200	5	25082023	25082633	1
ENSBTAG00000019944	5	25092752	25123523	1
ENSBTAG00000001510	5	60554135	60664570	-1
ENSBTAG00000019946	5	25126563	25151506	-1
ENSBTAG00000049220	5	100843159	100846043	1
ENSBTAG00000010711	5	25143973	25144497	1
ENSBTAG00000002251	5	60753106	60789924	1
ENSBTAG00000052520	5	60792488	60800112	1
ENSBTAG00000018137	5	100873612	100891039	1
ENSBTAG00000051641	5	25215043	25220249	-1
ENSBTAG00000023670	5	25242590	25246328	-1
ENSBTAG00000015792	5	60796779	61065110	1
ENSBTAG00000013417	5	25478787	25482857	1
ENSBTAG00000010907	5	25506716	25515565	1
ENSBTAG00000004337	5	25515716	25542997	-1
ENSBTAG00000019686	5	25547486	25592783	-1
ENSBTAG00000013640	5	100946808	100964339	-1
ENSBTAG00000018207	5	100984954	100998031	1
ENSBTAG00000018085	5	25615176	25629603	1
ENSBTAG00000018205	5	100997211	101017135	-1
ENSBTAG00000013745	5	25662272	25683364	1
ENSBTAG00000004097	5	101041433	101090609	-1
ENSBTAG00000003291	5	101125927	101163364	-1
ENSBTAG00000001894	5	61105019	61157165	1
ENSBTAG00000051433	5	61157595	61159007	-1
ENSBTAG00000015604	5	25686990	25707964	1
ENSBTAG00000015592	5	25709927	25711851	1
ENSBTAG00000005384	5	25722716	25742083	-1
ENSBTAG00000000310	5	101190160	101203715	1
ENSBTAG00000001562	5	25770431	25777479	1
ENSBTAG00000045919	5	62050711	62051115	-1
ENSBTAG00000018849	5	101224468	101234839	1
ENSBTAG00000014683	5	101268561	101274410	-1
ENSBTAG00000001553	5	25779619	25785642	-1
ENSBTAG00000023192	5	101293270	101299881	-1
ENSBTAG00000046609	5	101333531	101341323	1
ENSBTAG00000004240	5	62686936	62712545	1
ENSBTAG00000006246	5	25786249	25812785	1
ENSBTAG00000021974	5	25855722	25862453	1
ENSBTAG00000040450	5	101375509	101382102	1
ENSBTAG00000020916	5	101412795	101417948	1
