Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,CCN,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000150455,45.0,48,11,126152960,126168740,1,Y,0.9375,N
ENSG00000104825,48.0,48,19,39390340,39399533,1,N,1.0,Y
ENSG00000221947,46.0,46,8,71581600,71702606,1,Y,1.0,Y
ENSG00000100908,47.0,48,14,24608174,24610797,-1,N,0.9791666666666666,N
ENSG00000142208,48.0,48,14,105235686,105262088,-1,N,1.0,Y
ENSG00000108774,48.0,48,17,40276994,40307035,-1,N,1.0,Y
ENSG00000110063,48.0,48,11,126173647,126215644,1,N,1.0,Y
ENSG00000163453,43.0,48,4,57896939,57976551,-1,Y,0.8958333333333334,N
ENSG00000115687,48.0,48,2,242045514,242089679,-1,Y,1.0,N
ENSG00000113273,47.0,48,5,78073032,78281910,-1,N,0.9791666666666666,N
ENSG00000137494,47.0,48,11,82904781,82971736,1,Y,0.9791666666666666,Y
ENSG00000137441,47.0,47,4,15961866,15970932,-1,N,1.0,N
ENSG00000154479,44.0,44,2,170501935,170550943,-1,N,1.0,Y
ENSG00000129932,44.0,48,19,3490819,3500938,-1,N,0.9166666666666666,N
ENSG00000149636,48.0,48,20,35380194,35402221,-1,Y,1.0,Y
ENSG00000104835,48.0,48,19,39405906,39440495,-1,Y,1.0,N
ENSG00000110514,48.0,48,11,47290712,47351582,1,N,1.0,Y
ENSG00000144362,48.0,48,2,170550975,170558218,1,N,1.0,Y
ENSG00000075089,44.0,48,12,100592900,100635643,1,N,0.9166666666666666,N
ENSG00000204252,48.0,48,6,32971955,32977389,-1,N,1.0,Y
ENSG00000114268,45.0,48,3,48555117,48599448,-1,N,0.9375,N
ENSG00000255150,45.0,48,12,104697517,104698980,1,N,0.9375,N
ENSG00000158792,48.0,48,16,89762751,89768113,-1,N,1.0,Y
ENSG00000188659,47.0,47,15,82555151,82577271,1,N,1.0,Y
ENSG00000075399,48.0,48,16,89773542,89787394,-1,Y,1.0,Y
ENSG00000132837,46.0,47,5,78293438,78531861,-1,Y,0.9787234042553192,N
ENSG00000110080,44.0,48,11,126225535,126310239,1,Y,0.9166666666666666,N
ENSG00000137500,48.0,48,11,82970139,82997450,-1,N,1.0,N
ENSG00000130032,44.0,44,X,150863596,150874396,1,N,1.0,N
ENSG00000089558,44.0,45,17,40308909,40333296,-1,Y,0.9777777777777776,N
ENSG00000177383,48.0,48,3,184428156,184429836,-1,N,1.0,N
ENSG00000213160,48.0,48,2,170550998,170633499,1,Y,1.0,N
ENSG00000143126,44.0,48,1,109792641,109818372,1,N,0.9166666666666666,N
ENSG00000087303,45.0,48,14,52471521,52535712,-1,N,0.9375,N
ENSG00000187775,48.0,48,17,76419778,76573476,-1,N,1.0,Y
ENSG00000151247,44.0,48,4,99792835,99851788,-1,N,0.9166666666666666,N
ENSG00000198121,46.0,48,9,113635543,113800981,-1,N,0.9583333333333334,N
ENSG00000158805,48.0,48,16,89786808,89807311,1,Y,1.0,Y
ENSG00000168016,48.0,48,3,36868311,36986548,-1,N,1.0,Y
ENSG00000231389,48.0,48,6,33032346,33048552,-1,N,1.0,Y
ENSG00000050344,45.0,48,7,26191860,26226745,1,Y,0.9375,N
ENSG00000146733,48.0,48,7,56078744,56119297,-1,N,1.0,Y
ENSG00000054118,44.0,48,1,36690017,36770958,1,N,0.9166666666666666,N
ENSG00000269190,48.0,48,19,39432044,39466550,-1,N,1.0,Y
ENSG00000079819,48.0,48,6,131160487,131384462,-1,N,1.0,Y
ENSG00000134470,46.0,48,10,5990855,6020150,-1,N,0.9583333333333334,N
ENSG00000196648,47.0,47,15,83098710,83108085,1,N,1.0,Y
ENSG00000161243,46.0,48,19,39481354,39523425,-1,N,0.9583333333333334,N
ENSG00000165626,46.0,47,10,13480484,13570974,-1,N,0.9787234042553192,N
ENSG00000143622,48.0,48,1,155867599,155881195,-1,Y,1.0,Y
ENSG00000106459,48.0,48,7,129251555,129396922,1,Y,1.0,Y
ENSG00000214193,48.0,48,1,36771988,36790484,1,Y,1.0,N
ENSG00000105122,46.0,48,19,15562435,15575382,-1,N,0.9583333333333334,Y
ENSG00000134222,48.0,48,1,109822178,109825808,-1,Y,1.0,Y
ENSG00000146731,48.0,48,7,56119323,56131682,1,N,1.0,Y
ENSG00000142694,47.0,48,1,36787632,36789755,-1,N,0.9791666666666666,Y
ENSG00000115839,46.0,48,2,135809835,135933964,1,Y,0.9583333333333334,N
ENSG00000116883,48.0,48,1,36789335,36794822,1,N,1.0,Y
ENSG00000182544,48.0,48,12,53645035,53648189,1,N,1.0,Y
ENSG00000147174,46.0,48,X,70798261,70833433,1,N,0.9583333333333334,N
ENSG00000170909,46.0,48,19,54597933,54606000,-1,N,0.9583333333333334,N
ENSG00000170638,48.0,48,22,50624344,50638027,1,N,1.0,Y
ENSG00000183397,48.0,48,19,3539152,3544028,1,N,1.0,Y
ENSG00000079337,48.0,48,12,48128455,48164823,-1,Y,1.0,Y
ENSG00000164024,48.0,48,4,99916771,99983964,1,Y,1.0,N
ENSG00000111254,47.0,48,12,4724674,4758213,-1,Y,0.9791666666666666,Y
ENSG00000170906,48.0,48,19,54606036,54612564,1,N,1.0,Y
ENSG00000223865,48.0,48,6,33043703,33054978,1,N,1.0,Y
ENSG00000087301,48.0,48,14,52897308,53019240,-1,Y,1.0,Y
ENSG00000085788,48.0,48,8,38082736,38133076,1,Y,1.0,Y
ENSG00000187741,48.0,48,16,89803957,89883065,-1,Y,1.0,Y
ENSG00000105619,48.0,48,19,54610320,54619055,-1,Y,1.0,N
ENSG00000173258,47.0,47,9,114287439,114340124,1,N,1.0,Y
ENSG00000213780,48.0,48,6,30875961,30881883,1,N,1.0,Y
ENSG00000132840,48.0,48,5,78365540,78385289,1,N,1.0,Y
ENSG00000214575,45.0,46,15,83211951,83317612,-1,N,0.9782608695652174,N
ENSG00000139180,48.0,48,12,4758261,4798454,1,Y,1.0,Y
ENSG00000156931,48.0,48,3,184529931,184770402,1,N,1.0,Y
ENSG00000197894,48.0,48,4,99992132,100009952,-1,N,1.0,N
ENSG00000180376,48.0,48,3,56591189,56655846,1,N,1.0,Y
ENSG00000106853,48.0,48,9,114312002,114362135,-1,N,1.0,Y
ENSG00000073169,48.0,48,22,50639408,50656045,1,N,1.0,N
ENSG00000168255,48.0,48,7,102178365,102213103,-1,N,1.0,Y
ENSG00000116885,48.0,48,1,36881428,36916086,-1,N,1.0,N
ENSG00000242732,48.0,48,X,71346958,71351758,-1,N,1.0,Y
ENSG00000186529,47.0,47,19,15751707,15773635,1,N,1.0,N
ENSG00000143028,46.0,48,1,110009180,110024759,1,Y,0.9583333333333334,N
ENSG00000130669,48.0,48,19,39616410,39673456,1,N,1.0,Y
ENSG00000183665,46.0,48,8,125463048,125474391,1,N,0.9583333333333334,N
ENSG00000242616,48.0,48,9,114423615,114432526,1,N,1.0,Y
ENSG00000128159,48.0,48,22,50656118,50683421,-1,Y,1.0,Y
ENSG00000076242,47.0,48,3,37034823,37107380,1,N,0.9791666666666666,N
ENSG00000174238,46.0,48,17,1421012,1466110,-1,N,0.9583333333333334,N
ENSG00000099814,45.0,48,14,105331617,105363107,1,N,0.9375,N
ENSG00000127022,48.0,48,5,179105629,179157926,1,Y,1.0,Y
ENSG00000186204,47.0,47,19,15783567,15807984,1,N,1.0,Y
ENSG00000179598,48.0,48,17,17104309,17109629,-1,N,1.0,Y
ENSG00000147687,48.0,48,8,125500726,125551699,-1,N,1.0,Y
ENSG00000167925,45.0,48,17,40340817,40346531,-1,N,0.9375,N
ENSG00000105808,48.0,48,7,102220093,102257204,-1,N,1.0,Y
ENSG00000103723,46.0,46,15,83328033,83378666,-1,N,1.0,N
ENSG00000181754,48.0,48,1,110046797,110052360,-1,Y,1.0,Y
ENSG00000103544,48.0,48,16,19566562,19718115,1,N,1.0,N
ENSG00000070770,48.0,48,16,58191811,58231824,-1,Y,1.0,Y
ENSG00000105618,48.0,48,19,54618837,54635140,1,Y,1.0,Y
ENSG00000146205,45.0,48,2,242127924,242164792,1,N,0.9375,N
ENSG00000177951,47.0,48,11,167784,207428,-1,N,0.9791666666666666,N
ENSG00000103021,46.0,47,16,58265061,58317740,1,N,0.9787234042553192,N
ENSG00000152527,48.0,48,2,43864412,43995126,1,N,1.0,Y
ENSG00000154803,48.0,48,17,17115526,17140502,-1,N,1.0,Y
ENSG00000161021,47.0,48,5,179159851,179223512,1,Y,0.9791666666666666,Y
ENSG00000179134,48.0,48,19,39833036,39876350,1,N,1.0,Y
ENSG00000106868,48.0,48,9,114803065,114937688,-1,N,1.0,Y
ENSG00000070476,48.0,48,3,126156444,126194762,-1,Y,1.0,Y
ENSG00000179855,48.0,48,19,3585551,3593539,1,N,1.0,Y
ENSG00000101353,48.0,48,20,35729629,35807991,-1,N,1.0,Y
ENSG00000088038,46.0,48,19,54641444,54659419,1,Y,0.9583333333333334,Y
ENSG00000204991,48.0,48,16,89884587,89937727,1,Y,1.0,N
ENSG00000081148,48.0,48,3,100941390,101039404,-1,N,1.0,Y
ENSG00000180998,45.0,47,14,53019866,53104431,1,N,0.9574468085106383,Y
ENSG00000181938,48.0,48,16,58328984,58440048,1,N,1.0,N
ENSG00000105298,48.0,48,19,3610639,3626813,-1,N,1.0,Y
ENSG00000100429,48.0,48,22,50683612,50689834,-1,N,1.0,Y
ENSG00000147684,46.0,48,8,125551344,125580751,1,Y,0.9583333333333334,Y
ENSG00000171729,46.0,48,1,15479028,15546976,1,Y,0.9583333333333334,N
ENSG00000121988,48.0,48,2,135894486,136288806,-1,N,1.0,N
ENSG00000166428,46.0,47,14,105391153,105399574,1,N,0.9787234042553192,N
ENSG00000171903,45.0,45,19,16023177,16045677,-1,N,1.0,N
ENSG00000211584,47.0,48,12,48147699,48176536,1,N,0.9791666666666666,N
ENSG00000138382,48.0,48,2,170666591,170681441,-1,N,1.0,Y
ENSG00000177963,48.0,48,11,207511,215113,1,Y,1.0,Y
ENSG00000127249,44.0,47,3,193119866,193310900,-1,N,0.9361702127659576,N
ENSG00000165915,46.0,48,11,47428683,47438047,1,Y,0.9583333333333334,N
ENSG00000145692,46.0,47,5,78407602,78428108,1,N,0.9787234042553192,N
ENSG00000129103,48.0,48,7,56131695,56148363,1,Y,1.0,Y
ENSG00000119471,47.0,48,9,115142217,115234690,1,Y,0.9791666666666666,N
ENSG00000164764,48.0,48,8,73976775,74036323,-1,Y,1.0,Y
ENSG00000167608,48.0,48,19,54663846,54676944,-1,N,1.0,Y
ENSG00000103942,47.0,48,15,83509838,83654661,-1,Y,0.9791666666666666,N
ENSG00000138468,48.0,48,3,101043049,101232085,-1,Y,1.0,Y
ENSG00000115677,48.0,48,2,242166679,242256476,-1,Y,1.0,Y
ENSG00000148153,48.0,48,9,115446206,115480516,-1,Y,1.0,N
ENSG00000168765,48.0,48,1,110198703,110208118,1,N,1.0,Y
ENSG00000137411,48.0,48,6,30876019,30894236,1,Y,1.0,Y
ENSG00000148158,44.0,48,9,115513118,115643951,1,N,0.9166666666666666,N
ENSG00000101363,48.0,48,20,35918041,35945663,1,N,1.0,Y
ENSG00000163946,48.0,48,3,56654161,56717265,-1,Y,1.0,Y
ENSG00000136866,48.0,48,9,115800660,115819039,-1,N,1.0,N
ENSG00000196616,47.0,48,4,100226121,100242558,-1,N,0.9791666666666666,N
ENSG00000134909,44.0,48,11,128834955,129149219,-1,N,0.9166666666666666,N
ENSG00000103550,48.0,48,16,19714902,19729557,-1,N,1.0,Y
ENSG00000141002,48.0,48,16,89940000,89977792,1,N,1.0,Y
ENSG00000130035,43.0,43,12,4829507,4960277,1,N,1.0,N
ENSG00000213928,48.0,48,14,24630262,24635774,1,N,1.0,N
ENSG00000165916,48.0,48,11,47440320,47447993,-1,Y,1.0,Y
ENSG00000145241,48.0,48,4,68337521,68411324,-1,N,1.0,Y
ENSG00000213366,48.0,48,1,110210644,110252171,1,N,1.0,Y
ENSG00000171204,47.0,48,11,85339629,85347580,1,N,0.9791666666666666,Y
ENSG00000185567,46.0,48,14,105403581,105444694,-1,N,0.9583333333333334,N
ENSG00000169612,48.0,48,15,83654959,83659809,1,N,1.0,Y
ENSG00000119321,45.0,48,9,115923286,115983641,-1,N,0.9375,N
ENSG00000121039,48.0,48,8,74206847,74237516,1,Y,1.0,Y
ENSG00000160803,47.0,48,1,156005092,156023585,-1,Y,0.9791666666666666,Y
ENSG00000169609,48.0,48,15,83657193,83680393,-1,N,1.0,Y
ENSG00000142082,47.0,48,11,215458,236931,-1,N,0.9791666666666666,N
ENSG00000171202,46.0,48,11,85359011,85367591,1,N,0.9583333333333334,Y
ENSG00000241935,47.0,47,10,99344080,99372559,1,N,1.0,N
ENSG00000011132,45.0,48,19,3750817,3761697,-1,N,0.9375,N
ENSG00000163875,48.0,48,1,37958176,37980375,-1,Y,1.0,Y
ENSG00000136868,48.0,48,9,115983808,116028674,1,N,1.0,Y
ENSG00000134184,48.0,48,1,110230436,110251661,1,N,1.0,Y
ENSG00000188130,48.0,48,22,50683879,50700254,-1,Y,1.0,Y
ENSG00000156050,47.0,48,14,74398204,74417117,-1,Y,0.9791666666666666,N
ENSG00000176386,48.0,48,9,116018115,116037869,-1,N,1.0,Y
ENSG00000151131,47.0,48,12,105380088,105443515,1,N,0.9791666666666666,Y
ENSG00000258839,48.0,48,16,89978527,89987385,1,N,1.0,Y
ENSG00000125505,44.0,48,19,54677107,54693733,-1,N,0.9166666666666666,N
ENSG00000146842,48.0,48,7,129804555,129847610,-1,N,1.0,Y
ENSG00000064726,48.0,48,15,83685174,83736106,-1,Y,1.0,Y
ENSG00000136875,47.0,48,9,116037623,116055185,1,Y,0.9791666666666666,Y
ENSG00000121350,48.0,48,12,21590549,21623300,1,N,1.0,Y
ENSG00000134201,48.0,48,1,110254864,110318050,1,N,1.0,Y
ENSG00000163879,48.0,48,1,38022520,38032458,1,Y,1.0,Y
ENSG00000108669,44.0,48,17,76670130,76778379,-1,Y,0.9166666666666666,N
ENSG00000183617,48.0,48,19,3762662,3768573,1,N,1.0,Y
ENSG00000204248,48.0,48,6,33130458,33160276,-1,Y,1.0,Y
ENSG00000165188,44.0,45,9,116059373,116065656,-1,N,0.9777777777777776,N
ENSG00000140104,47.0,48,14,105452112,105476819,1,N,0.9791666666666666,Y
ENSG00000138036,48.0,48,2,44001178,44037149,1,N,1.0,Y
ENSG00000047617,46.0,46,12,5641035,6055398,-1,Y,1.0,N
ENSG00000136404,43.0,48,15,83776159,83813606,1,Y,0.8958333333333334,N
ENSG00000180767,43.0,43,3,126243126,126262134,1,N,1.0,N
ENSG00000134202,48.0,48,1,110276554,110284384,-1,N,1.0,Y
ENSG00000118507,48.0,48,6,131456806,131604675,1,Y,1.0,N
ENSG00000148225,48.0,48,9,116075502,116102578,-1,N,1.0,Y
ENSG00000197763,47.0,47,3,126290622,126373998,-1,N,1.0,Y
ENSG00000119723,48.0,48,14,74416629,74430373,1,Y,1.0,Y
ENSG00000170892,48.0,48,19,54693789,54697585,1,N,1.0,Y
ENSG00000112855,47.0,48,5,140071011,140078889,1,Y,0.9791666666666666,Y
ENSG00000110799,44.0,48,12,6058040,6233936,-1,Y,0.9166666666666666,N
ENSG00000061273,46.0,48,12,48176505,48226915,-1,N,0.9583333333333334,N
ENSG00000118520,46.0,48,6,131894284,131905472,1,N,0.9583333333333334,N
ENSG00000119411,44.0,48,9,116111821,116133513,1,N,0.9166666666666666,N
ENSG00000145331,48.0,48,4,100467866,100485189,-1,N,1.0,Y
ENSG00000119431,48.0,48,9,116135699,116139279,-1,N,1.0,N
ENSG00000170322,48.0,48,11,129733531,129765485,-1,N,1.0,Y
ENSG00000148218,44.0,48,9,116148597,116163613,-1,N,0.9166666666666666,N
ENSG00000134453,48.0,48,10,6130950,6159420,1,N,1.0,Y
ENSG00000148229,48.0,48,9,116169515,116172952,-1,N,1.0,Y
ENSG00000094914,48.0,48,12,53701240,53718648,-1,N,1.0,Y
ENSG00000090924,47.0,48,19,39903225,39919054,1,Y,0.9791666666666666,Y
ENSG00000004700,48.0,48,12,21621845,21654603,-1,N,1.0,Y
ENSG00000101407,48.0,48,20,36611409,36661870,-1,Y,1.0,Y
ENSG00000157653,48.0,48,9,116172334,116191964,1,Y,1.0,Y
ENSG00000198252,48.0,48,14,53196898,53241716,1,N,1.0,Y
ENSG00000267368,48.0,48,7,102277472,102283238,-1,N,1.0,Y
ENSG00000146007,48.0,48,5,140078265,140086248,1,Y,1.0,Y
ENSG00000170889,48.0,48,19,54704610,54752862,1,N,1.0,Y
ENSG00000228049,48.0,48,7,102277474,102312076,-1,N,1.0,Y
ENSG00000185386,45.0,48,22,50702142,50709196,-1,N,0.9375,N
ENSG00000116922,48.0,48,1,38147242,38157914,-1,N,1.0,Y
ENSG00000101413,48.0,48,20,36661948,36720768,1,Y,1.0,Y
ENSG00000185627,48.0,48,11,236546,252983,1,N,1.0,Y
ENSG00000147400,43.0,48,X,151995517,151999321,-1,N,0.8958333333333334,N
ENSG00000171160,48.0,48,10,99374310,99393344,-1,Y,1.0,Y
ENSG00000167461,48.0,48,19,16222439,16245044,1,N,1.0,Y
ENSG00000204577,48.0,48,19,54720147,54746602,-1,N,1.0,N
ENSG00000183484,48.0,48,14,105515728,105531782,-1,N,1.0,N
ENSG00000174173,46.0,48,3,101280706,101285290,1,Y,0.9583333333333334,N
ENSG00000156218,46.0,46,15,84322838,84708594,1,N,1.0,N
ENSG00000106153,48.0,48,7,56169262,56174269,-1,N,1.0,Y
ENSG00000196576,47.0,48,22,50713408,50746056,-1,N,0.9791666666666666,N
ENSG00000205309,48.0,48,17,17206649,17250977,1,N,1.0,Y
ENSG00000127995,48.0,48,7,94138531,94186331,1,Y,1.0,N
ENSG00000155254,47.0,48,10,99472930,99477907,1,N,0.9791666666666666,N
ENSG00000138835,46.0,48,9,116207011,116360018,1,Y,0.9583333333333334,N
ENSG00000159685,48.0,48,3,126423063,126679249,1,N,1.0,Y
ENSG00000175826,47.0,48,17,7146910,7155810,-1,N,0.9791666666666666,Y
ENSG00000112282,44.0,48,6,131895106,131949369,-1,N,0.9166666666666666,N
ENSG00000111711,48.0,48,12,21654715,21671342,1,N,1.0,Y
ENSG00000143093,47.0,48,1,110574199,110617263,1,N,0.9791666666666666,N
ENSG00000198959,47.0,48,20,36756863,36794980,-1,Y,0.9791666666666666,N
ENSG00000239665,48.0,48,10,13652047,13710299,1,N,1.0,Y
ENSG00000110536,48.0,48,11,47586982,47595013,1,N,1.0,Y
ENSG00000033178,48.0,48,4,68478370,68566897,-1,Y,1.0,Y
ENSG00000147394,46.0,48,X,152082986,152142024,1,N,0.9583333333333334,N
ENSG00000185290,48.0,48,7,56182374,56184093,-1,N,1.0,Y
ENSG00000140995,48.0,48,16,90014333,90034468,1,Y,1.0,Y
ENSG00000183549,47.0,47,16,20420856,20452658,1,Y,1.0,Y
ENSG00000072958,48.0,48,19,16308389,16346160,1,Y,1.0,Y
ENSG00000205593,46.0,48,22,50747459,50765489,-1,N,0.9583333333333334,N
ENSG00000196497,46.0,48,14,24649425,24658170,-1,Y,0.9583333333333334,Y
ENSG00000167657,45.0,48,19,3958451,3971121,-1,N,0.9375,Y
ENSG00000234444,48.0,48,7,63767837,63815238,1,N,1.0,Y
ENSG00000109163,44.0,45,4,68605046,68620078,-1,Y,0.9777777777777776,N
ENSG00000132906,46.0,48,1,15817327,15853029,-1,Y,0.9583333333333334,N
ENSG00000184206,47.0,47,15,84904525,84914120,1,N,1.0,Y
ENSG00000070190,47.0,48,4,100737990,100791311,1,N,0.9791666666666666,Y
ENSG00000103037,47.0,48,16,58549383,58554431,1,N,0.9791666666666666,N
ENSG00000244482,48.0,48,19,54720737,54746649,-1,N,1.0,Y
ENSG00000161010,48.0,48,5,179261436,179289173,-1,Y,1.0,Y
ENSG00000104343,48.0,48,8,74692332,74791145,-1,N,1.0,N
ENSG00000187068,47.0,47,3,184795838,184870802,-1,N,1.0,Y
ENSG00000114554,48.0,48,3,126707437,126756235,1,N,1.0,Y
ENSG00000176371,47.0,48,15,85144217,85171027,1,Y,0.9791666666666666,Y
ENSG00000116138,43.0,48,1,15853308,15918874,1,Y,0.8958333333333334,N
ENSG00000109270,45.0,48,4,100799493,100815647,-1,N,0.9375,N
ENSG00000173041,48.0,48,7,63980262,64023484,-1,N,1.0,Y
ENSG00000172247,48.0,48,11,47611216,47616211,-1,N,1.0,Y
ENSG00000250120,43.0,43,5,140235595,140391929,1,N,1.0,Y
ENSG00000106049,47.0,48,7,27565061,27702614,-1,N,0.9791666666666666,N
ENSG00000196247,48.0,48,7,64126511,64171404,1,N,1.0,Y
ENSG00000127990,44.0,48,7,94214542,94285521,-1,Y,0.9166666666666666,N
ENSG00000109919,43.0,48,11,47638867,47664175,-1,N,0.8958333333333334,N
ENSG00000167658,48.0,48,19,3976054,3985467,-1,N,1.0,N
ENSG00000164031,48.0,48,4,100817405,100867883,-1,Y,1.0,Y
ENSG00000168679,48.0,48,1,110905470,110933704,-1,N,1.0,Y
ENSG00000100523,48.0,48,14,53510686,53620000,-1,Y,1.0,N
ENSG00000111716,47.0,48,12,21788276,21910791,-1,N,0.9791666666666666,N
ENSG00000177082,48.0,48,15,85185999,85197574,-1,Y,1.0,Y
ENSG00000170291,44.0,48,17,7154735,7163259,1,N,0.9166666666666666,N
ENSG00000055483,47.0,48,17,76783463,76837523,-1,Y,0.9791666666666666,Y
ENSG00000134248,47.0,48,1,110943871,110950564,-1,N,0.9791666666666666,N
ENSG00000187097,48.0,48,14,74424713,74486102,-1,Y,1.0,Y
ENSG00000197008,48.0,48,7,64254766,64294054,1,N,1.0,Y
ENSG00000142102,48.0,48,11,289135,296107,1,N,1.0,Y
ENSG00000127527,44.0,48,19,16466050,16582896,-1,Y,0.9166666666666666,N
ENSG00000100239,48.0,48,22,50781733,50883514,1,Y,1.0,Y
ENSG00000116786,46.0,48,1,16010827,16061264,1,Y,0.9583333333333334,N
ENSG00000144674,46.0,48,3,37284668,37408242,1,Y,0.9583333333333334,N
ENSG00000185201,48.0,48,11,307631,315272,1,N,1.0,Y
ENSG00000168385,48.0,48,2,242254515,242293442,1,Y,1.0,Y
ENSG00000185885,48.0,48,11,313506,315272,1,N,1.0,Y
ENSG00000142089,48.0,48,11,319669,327537,-1,N,1.0,Y
ENSG00000143119,48.0,48,1,111415775,111442550,1,Y,1.0,Y
ENSG00000165923,46.0,47,11,47681143,47736941,-1,N,0.9787234042553192,Y
ENSG00000182272,48.0,48,11,369796,382116,1,N,1.0,N
ENSG00000196189,48.0,48,1,156117157,156147543,1,Y,1.0,Y
ENSG00000196449,47.0,48,1,38268616,38273857,-1,N,0.9791666666666666,Y
ENSG00000177946,48.0,48,16,90036206,90038942,-1,N,1.0,Y
ENSG00000144815,48.0,48,3,101498046,101547073,1,Y,1.0,Y
ENSG00000126934,47.0,48,19,4090319,4124126,-1,N,0.9791666666666666,N
ENSG00000003249,47.0,48,16,90071273,90086536,-1,Y,0.9791666666666666,N
ENSG00000073803,47.0,48,3,185000729,185206885,1,Y,0.9791666666666666,N
ENSG00000197696,46.0,48,15,85198360,85201794,-1,N,0.9583333333333334,N
ENSG00000225697,48.0,48,3,48663156,48672926,-1,N,1.0,N
ENSG00000163870,48.0,48,3,127291912,127317094,-1,Y,1.0,Y
ENSG00000156171,48.0,48,1,111659955,111682838,-1,N,1.0,Y
ENSG00000136051,48.0,48,12,105501102,105562912,1,Y,1.0,Y
ENSG00000100241,43.0,48,22,50883429,50913454,-1,N,0.8958333333333334,N
ENSG00000073921,48.0,48,11,85668727,85780924,-1,N,1.0,Y
ENSG00000145358,48.0,48,4,101107027,101111939,-1,N,1.0,N
ENSG00000204540,47.0,47,6,31082527,31107869,1,N,1.0,Y
ENSG00000005187,45.0,45,16,20621565,20808903,1,Y,1.0,N
ENSG00000131042,47.0,47,19,54777675,54785039,-1,N,1.0,Y
ENSG00000170632,48.0,48,7,102715328,102740205,1,N,1.0,Y
ENSG00000183828,48.0,48,14,105639275,105647660,-1,N,1.0,Y
ENSG00000197226,48.0,48,5,179289066,179334859,-1,N,1.0,Y
ENSG00000204084,48.0,48,1,38326369,38412729,-1,N,1.0,Y
ENSG00000164181,47.0,48,5,60047618,60140216,-1,Y,0.9791666666666666,N
ENSG00000268069,48.0,48,12,48178706,48179787,1,N,1.0,Y
ENSG00000141013,48.0,48,16,90086037,90111383,1,Y,1.0,Y
ENSG00000112852,46.0,46,5,140474227,140476962,1,N,1.0,Y
ENSG00000095397,48.0,48,9,117164360,117267730,-1,Y,1.0,Y
ENSG00000113205,45.0,46,5,140480234,140483406,1,N,0.9782608695652174,N
ENSG00000198039,48.0,48,7,64330550,64391344,1,N,1.0,Y
ENSG00000160785,43.0,48,1,156163880,156182587,1,N,0.8958333333333334,N
ENSG00000162461,48.0,48,1,16062900,16067891,1,N,1.0,Y
ENSG00000139354,47.0,48,12,100967461,101022064,1,Y,0.9791666666666666,Y
ENSG00000158528,46.0,47,7,94536514,94925727,1,N,0.9787234042553192,N
ENSG00000136888,47.0,48,9,117350026,117360653,1,N,0.9791666666666666,Y
ENSG00000166716,48.0,48,15,85291866,85349659,1,N,1.0,N
ENSG00000235961,45.0,45,X,152240819,152243399,1,N,1.0,Y
ENSG00000204538,47.0,47,6,31105313,31107127,-1,Y,1.0,N
ENSG00000125107,46.0,48,16,58553855,58663790,-1,Y,0.9583333333333334,N
ENSG00000183431,48.0,48,1,38422647,38456593,-1,N,1.0,N
ENSG00000185187,48.0,48,11,405716,417455,-1,N,1.0,Y
ENSG00000113211,45.0,46,5,140529683,140532868,1,N,0.9782608695652174,N
ENSG00000154269,46.0,47,6,131949582,132068553,1,N,0.9787234042553192,Y
ENSG00000177034,47.0,48,5,79275584,79287082,-1,N,0.9791666666666666,N
ENSG00000113212,45.0,46,5,140552243,140555957,1,N,0.9782608695652174,Y
ENSG00000049167,48.0,48,5,60169658,60240900,-1,Y,1.0,Y
ENSG00000119636,48.0,48,14,74486056,74549566,1,Y,1.0,Y
ENSG00000120322,45.0,45,5,140557371,140560081,1,N,1.0,Y
ENSG00000136383,48.0,48,15,85359911,85416713,1,N,1.0,Y
ENSG00000196963,46.0,46,5,140560980,140565793,1,N,1.0,Y
ENSG00000120324,46.0,46,5,140571942,140575215,1,N,1.0,N
ENSG00000153317,48.0,48,8,131064353,131455906,-1,N,1.0,Y
ENSG00000197479,46.0,46,5,140579183,140582618,1,N,1.0,Y
ENSG00000101447,45.0,48,20,37554955,37581703,1,Y,0.9375,N
ENSG00000149418,46.0,48,11,130029457,130080271,1,Y,0.9583333333333334,N
ENSG00000077463,48.0,48,19,4174106,4182601,-1,N,1.0,N
ENSG00000030066,45.0,48,11,47799639,47870107,-1,N,0.9375,Y
ENSG00000152926,48.0,48,7,64432154,64467062,-1,N,1.0,Y
ENSG00000213462,48.0,48,7,64451187,64467121,-1,N,1.0,Y
ENSG00000120328,45.0,46,5,140588269,140591696,1,N,0.9782608695652174,Y
ENSG00000187372,46.0,46,5,140593509,140596993,1,N,1.0,Y
ENSG00000167716,48.0,48,17,1619817,1641893,1,Y,1.0,Y
ENSG00000181856,46.0,48,17,7184986,7191576,1,N,0.9583333333333334,Y
ENSG00000120327,46.0,46,5,140602931,140605858,1,N,1.0,N
ENSG00000146757,45.0,48,7,64838712,64866038,1,N,0.9375,N
ENSG00000113248,46.0,46,5,140625147,140627799,1,N,1.0,N
ENSG00000137558,45.0,45,8,75736772,75767264,1,Y,1.0,N
ENSG00000006607,48.0,48,2,242295658,242434256,1,Y,1.0,Y
ENSG00000196323,46.0,48,11,130096572,130184581,-1,Y,0.9583333333333334,N
ENSG00000166743,47.0,47,16,20634559,20710212,-1,N,1.0,Y
