Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,type,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000133872,15.0,48,8,29920528,29940723,-1,singleton,0.3125,N
ENSG00000135314,16.0,47,6,73951037,74020088,-1,SSD,0.3404255319148936,N
ENSG00000120868,18.0,48,12,99038919,99129204,1,SSD,0.375,Y
ENSG00000165509,17.0,34,X,140926102,140985618,1,SSD,0.5,N
ENSG00000117569,16.0,48,1,97187221,97289294,1,ohno,0.3333333333333333,N
ENSG00000112218,18.0,46,6,97242002,97285353,-1,ohno,0.39130434782608703,Y
ENSG00000123545,27.0,48,6,97337189,97345757,-1,singleton,0.5625,Y
ENSG00000146067,14.0,48,5,176946789,176981542,-1,SSD,0.2916666666666667,N
ENSG00000226180,22.0,48,16,87727144,87729753,-1,singleton,0.4583333333333333,Y
ENSG00000177990,31.0,48,12,63952693,64062719,-1,SSD,0.6458333333333334,Y
ENSG00000104660,18.0,48,8,29952914,30034724,1,ohno,0.375,Y
ENSG00000222020,21.0,48,2,240323130,240324058,1,singleton,0.4375,Y
ENSG00000157259,24.0,48,7,92076767,92088150,1,singleton,0.5,Y
ENSG00000104731,40.0,48,16,87730091,87799598,-1,singleton,0.8333333333333334,Y
ENSG00000182150,25.0,48,9,98637983,98776842,1,ohno,0.5208333333333334,Y
ENSG00000130414,40.0,48,2,240831867,240964819,-1,singleton,0.8333333333333334,Y
ENSG00000169231,26.0,48,1,155165379,155178842,-1,ohno,0.5416666666666666,Y
ENSG00000162627,17.0,48,1,99127236,99226056,1,ohno,0.3541666666666667,N
ENSG00000164576,20.0,48,5,153825517,153840614,1,ohno,0.4166666666666667,Y
ENSG00000133962,18.0,34,14,92047040,92247051,-1,singleton,0.5294117647058824,Y
ENSG00000184840,21.0,48,5,177019159,177023125,1,ohno,0.4375,Y
ENSG00000161944,14.0,46,17,7004641,7019019,-1,SSD,0.3043478260869565,N
ENSG00000127980,32.0,48,7,92116334,92157845,-1,singleton,0.6666666666666666,Y
ENSG00000146263,19.0,48,6,97590037,97731093,-1,singleton,0.3958333333333333,Y
ENSG00000205047,28.0,48,16,87731749,87739290,-1,singleton,0.5833333333333334,Y
ENSG00000093000,19.0,48,22,45559722,45583896,1,singleton,0.3958333333333333,N
ENSG00000161551,29.0,48,19,52359055,52394203,-1,SSD,0.6041666666666666,Y
ENSG00000171314,24.0,48,10,99185917,99193198,1,ohno,0.5,Y
ENSG00000198093,17.0,48,19,52392477,52408293,-1,SSD,0.3541666666666667,N
ENSG00000132436,46.0,48,7,50511831,50518088,-1,SSD,0.9583333333333334,Y
ENSG00000181104,21.0,48,5,76011868,76031606,1,SSD,0.4375,Y
ENSG00000027847,21.0,48,5,177027101,177037348,1,SSD,0.4375,Y
ENSG00000133243,20.0,48,19,1985447,2034880,-1,ohno,0.4166666666666667,Y
ENSG00000205085,21.0,48,7,128312342,128326929,1,SSD,0.4375,N
ENSG00000164045,29.0,48,3,48198636,48229892,-1,SSD,0.6041666666666666,Y
ENSG00000114021,26.0,48,3,100053545,100075710,1,singleton,0.5416666666666666,Y
ENSG00000164251,18.0,46,5,76114758,76131140,1,SSD,0.39130434782608703,N
ENSG00000154134,25.0,48,11,124735282,124751366,1,ohno,0.5208333333333334,Y
ENSG00000072864,26.0,48,16,15737124,15820210,1,ohno,0.5416666666666666,Y
ENSG00000141854,16.0,48,19,14183348,14185874,1,singleton,0.3333333333333333,N
ENSG00000224997,38.0,48,14,104177607,104179149,1,singleton,0.7916666666666666,Y
ENSG00000165929,33.0,48,14,92246095,92333880,-1,singleton,0.6875,Y
ENSG00000113119,22.0,48,5,140019012,140024993,1,singleton,0.4583333333333333,Y
ENSG00000170074,36.0,47,5,177134982,177210399,-1,SSD,0.7659574468085106,Y
ENSG00000137312,22.0,48,6,30695486,30710510,-1,SSD,0.4583333333333333,N
ENSG00000136243,36.0,48,7,23221446,23240630,1,singleton,0.75,Y
ENSG00000128563,26.0,48,7,102004319,102067123,1,singleton,0.5416666666666666,Y
ENSG00000184389,23.0,29,1,33772367,33786699,-1,SSD,0.7931034482758621,Y
ENSG00000165730,30.0,47,10,70587298,70655188,1,ohno,0.6382978723404256,Y
ENSG00000135297,23.0,48,6,74171301,74218959,1,singleton,0.4791666666666667,Y
ENSG00000198502,47.0,48,6,32485120,32498064,-1,SSD,0.9791666666666666,Y
ENSG00000173272,43.0,48,2,132222473,132250316,-1,SSD,0.8958333333333334,Y
ENSG00000107537,20.0,48,10,13319796,13344412,-1,singleton,0.4166666666666667,N
ENSG00000196126,40.0,48,6,32546546,32557625,-1,SSD,0.8333333333333334,Y
ENSG00000206535,23.0,48,3,100120037,100175163,1,singleton,0.4791666666666667,Y
ENSG00000128039,44.0,48,4,56212276,56239263,1,singleton,0.9166666666666666,Y
ENSG00000167644,28.0,48,19,38794801,38795649,1,SSD,0.5833333333333334,Y
ENSG00000123146,15.0,48,19,14491313,14519537,1,ohno,0.3125,N
ENSG00000141580,24.0,48,17,80572438,80606429,-1,SSD,0.5,Y
ENSG00000109667,18.0,48,4,9772777,10056560,-1,ohno,0.375,N
ENSG00000196935,17.0,48,12,64238073,64541613,1,ohno,0.3541666666666667,Y
ENSG00000099338,23.0,48,19,38826415,38861589,1,singleton,0.4791666666666667,Y
ENSG00000145337,20.0,34,4,89442136,89444964,-1,singleton,0.5882352941176471,Y
ENSG00000196735,35.0,48,6,32595956,32614839,1,SSD,0.7291666666666666,Y
ENSG00000111077,29.0,48,12,53440753,53458156,1,ohno,0.6041666666666666,Y
ENSG00000197816,30.0,48,9,100000765,100140806,1,singleton,0.625,Y
ENSG00000100364,17.0,48,22,45586219,45636650,-1,singleton,0.3541666666666667,N
ENSG00000114790,17.0,48,3,153838792,153975616,1,ohno,0.3541666666666667,N
ENSG00000156876,15.0,48,1,100549119,100598511,-1,singleton,0.3125,N
ENSG00000100376,48.0,48,22,45704849,45737836,1,SSD,1.0,Y
ENSG00000177570,20.0,48,8,119201698,119634234,-1,ohno,0.4166666666666667,Y
ENSG00000144504,21.0,48,2,241418839,241508626,-1,singleton,0.4375,Y
ENSG00000113141,15.0,48,5,140026643,140042064,1,singleton,0.3125,N
ENSG00000214078,48.0,48,20,34213953,34252878,-1,ohno,1.0,Y
ENSG00000163072,19.0,48,2,169643049,169722024,1,singleton,0.3958333333333333,N
ENSG00000157326,24.0,48,14,24422795,24438488,1,SSD,0.5,Y
ENSG00000122477,25.0,48,1,100614409,100643771,-1,ohno,0.5208333333333334,Y
ENSG00000249109,25.0,30,5,177209198,177221397,1,SSD,0.8333333333333334,Y
ENSG00000128408,28.0,45,22,45809572,45828376,1,ohno,0.6222222222222222,Y
ENSG00000161036,31.0,48,7,102105376,102113615,1,singleton,0.6458333333333334,Y
ENSG00000204677,26.0,47,5,177433406,177482560,1,SSD,0.5531914893617021,Y
ENSG00000136235,21.0,48,7,23275586,23314727,1,SSD,0.4375,Y
ENSG00000137996,22.0,48,1,100731763,100758325,1,SSD,0.4583333333333333,Y
ENSG00000138363,33.0,48,2,216176540,216214487,1,singleton,0.6875,Y
ENSG00000051523,17.0,48,16,88709691,88717560,-1,singleton,0.3541666666666667,Y
ENSG00000174953,19.0,48,3,153990335,154042286,-1,SSD,0.3958333333333333,N
ENSG00000116663,14.0,48,1,11724181,11734411,1,SSD,0.2916666666666667,N
ENSG00000149548,19.0,48,11,124824017,124911385,1,singleton,0.3958333333333333,Y
ENSG00000136999,15.0,48,8,120428546,120436593,1,SSD,0.3125,N
ENSG00000113231,20.0,48,5,76506274,76725632,1,ohno,0.4166666666666667,N
ENSG00000177432,14.0,48,4,89617066,89619386,-1,singleton,0.2916666666666667,N
ENSG00000100815,14.0,48,14,92432335,92507240,-1,singleton,0.2916666666666667,N
ENSG00000197927,38.0,48,2,132479948,132524973,1,SSD,0.7916666666666666,Y
ENSG00000187630,39.0,48,14,24439148,24475617,1,SSD,0.8125,Y
ENSG00000165392,22.0,48,8,30891317,31031285,1,SSD,0.4583333333333333,Y
ENSG00000136932,40.0,48,9,100666771,100684852,-1,singleton,0.8333333333333334,Y
ENSG00000128617,21.0,48,7,128412545,128415844,-1,ohno,0.4375,Y
ENSG00000164048,44.0,48,3,48282590,48340743,1,SSD,0.9166666666666666,Y
ENSG00000114354,19.0,48,3,100428205,100467810,1,singleton,0.3958333333333333,N
ENSG00000178295,32.0,48,2,17935125,17966632,1,SSD,0.6666666666666666,Y
ENSG00000198464,25.0,48,19,52800430,52829175,1,SSD,0.5208333333333334,Y
ENSG00000041357,15.0,48,15,78832747,78841604,1,singleton,0.3125,N
ENSG00000179344,47.0,48,6,32627244,32636160,-1,SSD,0.9791666666666666,Y
ENSG00000163866,32.0,48,1,35178338,35325417,-1,singleton,0.6666666666666666,Y
ENSG00000143924,15.0,48,2,42396490,42559688,1,ohno,0.3125,N
ENSG00000158717,27.0,48,16,88762903,88772829,-1,ohno,0.5625,Y
ENSG00000106785,14.0,48,9,100831557,100881494,-1,singleton,0.2916666666666667,N
ENSG00000221923,45.0,48,19,52873170,52889048,1,SSD,0.9375,Y
ENSG00000005075,17.0,48,7,102113565,102119354,-1,SSD,0.3541666666666667,N
ENSG00000106789,14.0,48,9,100883257,100954922,-1,ohno,0.2916666666666667,N
ENSG00000150433,18.0,48,11,124966398,124981659,-1,singleton,0.375,N
ENSG00000167555,44.0,48,19,52901102,52921665,1,SSD,0.9166666666666666,Y
ENSG00000169684,31.0,47,15,78857862,78887611,1,SSD,0.6595744680851063,Y
ENSG00000156411,20.0,48,14,104378625,104394606,-1,singleton,0.4166666666666667,Y
ENSG00000189280,14.0,48,1,35220648,35224113,1,SSD,0.2916666666666667,N
ENSG00000170667,17.0,48,7,102122892,102158228,-1,ohno,0.3541666666666667,N
ENSG00000175220,20.0,48,11,46698630,46722165,-1,SSD,0.4166666666666667,Y
ENSG00000095383,22.0,48,9,100961311,101017915,-1,SSD,0.4583333333333333,Y
ENSG00000170745,25.0,47,2,18059114,18542882,1,ohno,0.5319148936170213,Y
ENSG00000198633,37.0,41,19,52932440,52955568,1,SSD,0.902439024390244,Y
ENSG00000152253,28.0,48,2,169690642,169769881,-1,singleton,0.5833333333333334,Y
ENSG00000152254,16.0,20,2,169757750,169766505,1,ohno,0.8,Y
ENSG00000142330,15.0,48,2,241526133,241557122,1,SSD,0.3125,N
ENSG00000064313,16.0,48,8,120743015,120845103,-1,singleton,0.3333333333333333,N
ENSG00000156414,28.0,47,14,104394799,104519004,1,SSD,0.5957446808510638,Y
ENSG00000141560,48.0,48,17,80674559,80688204,1,SSD,1.0,Y
ENSG00000237541,47.0,47,6,32709119,32714992,1,SSD,1.0,Y
ENSG00000232629,46.0,47,6,32723875,32731311,-1,SSD,0.9787234042553192,Y
ENSG00000174177,21.0,48,16,88772871,88781794,1,singleton,0.4375,N
ENSG00000241106,46.0,48,6,32780540,32784825,-1,SSD,0.9583333333333334,Y
ENSG00000167766,44.0,48,19,53097313,53193749,-1,SSD,0.9166666666666666,Y
ENSG00000172113,28.0,48,3,48334754,48343175,-1,SSD,0.5833333333333334,Y
ENSG00000136982,42.0,48,8,120846216,120868250,-1,singleton,0.875,Y
ENSG00000091262,21.0,48,16,16242785,16317379,-1,ohno,0.4375,Y
ENSG00000130638,15.0,48,22,46067678,46241187,1,singleton,0.3125,Y
ENSG00000171792,15.0,48,12,2985424,2998626,1,singleton,0.3125,Y
ENSG00000177000,26.0,48,1,11845780,11866977,-1,singleton,0.5416666666666666,Y
ENSG00000078246,16.0,48,12,2986389,3050306,1,ohno,0.3333333333333333,N
ENSG00000104899,43.0,48,19,2249308,2252072,1,singleton,0.8958333333333334,Y
ENSG00000155792,18.0,48,8,120885957,121063152,1,singleton,0.375,N
ENSG00000197056,20.0,48,1,35525387,35581460,1,singleton,0.4166666666666667,Y
ENSG00000136874,24.0,48,9,102668915,102732618,1,singleton,0.5,Y
ENSG00000108474,20.0,48,17,16120505,16252115,1,singleton,0.4166666666666667,N
ENSG00000167778,16.0,48,12,53458388,53473204,-1,SSD,0.3333333333333333,Y
ENSG00000183891,46.0,48,2,20096404,20101747,-1,singleton,0.9583333333333334,Y
ENSG00000119509,29.0,48,9,102861538,103063282,1,SSD,0.6041666666666666,Y
ENSG00000189190,37.0,48,19,53267448,53290044,-1,SSD,0.7708333333333334,Y
ENSG00000057608,26.0,48,10,5807186,5884095,-1,ohno,0.5416666666666666,Y
ENSG00000038219,14.0,48,4,13570362,13629347,-1,ohno,0.2916666666666667,Y
ENSG00000204267,32.0,48,6,32789610,32806557,-1,ohno,0.6666666666666666,Y
ENSG00000103226,45.0,48,16,16326352,16388668,1,SSD,0.9375,Y
ENSG00000103811,32.0,48,15,79213400,79241916,-1,SSD,0.6666666666666666,Y
ENSG00000198538,14.0,48,19,53300662,53360853,-1,SSD,0.2916666666666667,N
ENSG00000166183,17.0,46,14,104552016,104579098,1,singleton,0.3695652173913043,N
ENSG00000130943,34.0,47,22,46651560,46659219,-1,SSD,0.7234042553191491,Y
ENSG00000172728,35.0,48,8,33228342,33330940,-1,SSD,0.7291666666666666,Y
ENSG00000138722,15.0,47,4,90800683,90875780,1,SSD,0.3191489361702128,N
ENSG00000075234,42.0,48,22,46663858,46689905,1,singleton,0.875,Y
ENSG00000115944,19.0,48,2,42560686,42652228,-1,SSD,0.3958333333333333,Y
ENSG00000166582,35.0,48,17,16245848,16256970,-1,singleton,0.7291666666666666,Y
ENSG00000204604,28.0,48,19,53341261,53360902,-1,SSD,0.5833333333333334,Y
ENSG00000182986,45.0,48,19,53367043,53400946,-1,SSD,0.9375,Y
ENSG00000130332,35.0,48,19,2321516,2328619,-1,singleton,0.7291666666666666,Y
ENSG00000167780,14.0,36,12,53497302,53518322,1,ohno,0.3888888888888889,N
ENSG00000197620,18.0,48,X,148621900,148632055,1,SSD,0.375,N
ENSG00000160961,31.0,48,19,14800613,14844558,1,SSD,0.6458333333333334,Y
ENSG00000099800,19.0,48,19,2425622,2427892,-1,singleton,0.3958333333333333,Y
ENSG00000141556,18.0,48,17,80709940,80900724,1,singleton,0.375,N
ENSG00000128604,25.0,48,7,128577666,128590089,1,SSD,0.5208333333333334,Y
ENSG00000175309,14.0,48,5,177635498,177659792,-1,ohno,0.2916666666666667,N
ENSG00000198931,26.0,48,16,88875747,88878352,-1,singleton,0.5416666666666666,Y
ENSG00000188732,31.0,48,7,23719749,23742868,1,singleton,0.6458333333333334,Y
ENSG00000135736,17.0,48,16,57546090,57570511,-1,SSD,0.3541666666666667,N
ENSG00000178301,16.0,48,11,77300436,77321400,1,SSD,0.3333333333333333,N
ENSG00000141012,17.0,48,16,88880142,88923378,-1,SSD,0.3541666666666667,N
ENSG00000178623,41.0,48,2,241544848,241570676,1,SSD,0.8541666666666666,Y
ENSG00000183889,18.0,48,16,16411301,16444447,1,SSD,0.375,Y
ENSG00000172167,17.0,48,8,121457640,121554373,1,singleton,0.3541666666666667,Y
ENSG00000180257,19.0,48,19,53430388,53466164,-1,SSD,0.3958333333333333,Y
ENSG00000050767,14.0,47,5,177664619,178017556,-1,ohno,0.2978723404255319,N
ENSG00000155984,39.0,48,X,148678216,148713568,-1,SSD,0.8125,Y
ENSG00000163046,14.0,21,2,132905164,133015542,-1,SSD,0.6666666666666666,N
ENSG00000170949,32.0,48,19,53569859,53606689,-1,ohno,0.6666666666666666,Y
ENSG00000100504,14.0,48,14,51324609,51411454,-1,ohno,0.2916666666666667,N
ENSG00000006042,26.0,48,17,31254928,31272124,1,singleton,0.5416666666666666,N
ENSG00000157426,22.0,48,4,57204456,57253666,-1,singleton,0.4583333333333333,Y
ENSG00000120314,15.0,48,5,140044261,140053709,1,singleton,0.3125,N
ENSG00000011105,16.0,48,12,3186521,3395730,1,ohno,0.3333333333333333,N
ENSG00000170954,26.0,48,19,53611132,53636330,-1,SSD,0.5416666666666666,Y
ENSG00000136824,28.0,48,9,106856541,106903698,1,singleton,0.5833333333333334,Y
ENSG00000198890,20.0,48,1,107599267,107601916,1,SSD,0.4166666666666667,Y
ENSG00000196335,22.0,44,7,23749786,23872132,1,singleton,0.5,N
ENSG00000177409,27.0,48,7,92759368,92777682,-1,SSD,0.5625,Y
ENSG00000187688,30.0,48,17,16318856,16340317,1,ohno,0.625,Y
ENSG00000132432,22.0,48,7,54819943,54827667,-1,singleton,0.4583333333333333,Y
ENSG00000172006,20.0,48,19,2819872,2835771,1,SSD,0.4166666666666667,Y
ENSG00000136371,35.0,48,15,80125927,80189721,-1,SSD,0.7291666666666666,Y
ENSG00000149262,16.0,48,11,77589766,77705724,-1,singleton,0.3333333333333333,N
ENSG00000113240,17.0,48,5,178029665,178057616,-1,ohno,0.3541666666666667,N
ENSG00000189366,44.0,47,3,125648118,125655882,-1,SSD,0.9361702127659576,Y
ENSG00000180953,47.0,48,15,80191182,80216044,-1,singleton,0.9791666666666666,Y
ENSG00000132031,19.0,45,2,20191872,20212455,-1,ohno,0.4222222222222222,Y
ENSG00000162631,19.0,43,1,107682629,108026080,1,ohno,0.4418604651162791,Y
ENSG00000136783,35.0,48,9,107509969,107522403,1,SSD,0.7291666666666666,Y
ENSG00000114547,20.0,44,3,125687987,125702297,1,SSD,0.4545454545454545,Y
ENSG00000155542,48.0,48,5,56205087,56221359,1,singleton,1.0,Y
ENSG00000164253,32.0,48,5,76721795,76916436,-1,singleton,0.6666666666666666,Y
ENSG00000185164,15.0,48,16,18511182,18573533,-1,SSD,0.3125,N
ENSG00000116688,16.0,48,1,12040238,12073571,1,ohno,0.3333333333333333,N
ENSG00000056736,16.0,48,3,53880607,53899827,1,ohno,0.3333333333333333,N
ENSG00000151366,20.0,48,11,77779350,77791265,-1,SSD,0.4166666666666667,Y
ENSG00000197928,14.0,48,19,53731577,53758151,-1,SSD,0.2916666666666667,N
ENSG00000165912,14.0,48,11,47199076,47207994,-1,ohno,0.2916666666666667,N
ENSG00000159063,21.0,48,11,77811982,77850706,-1,singleton,0.4375,Y
ENSG00000175691,41.0,48,19,2933216,2944969,-1,SSD,0.8541666666666666,Y
ENSG00000240065,25.0,48,6,32811913,32827362,1,ohno,0.5208333333333334,Y
ENSG00000104953,22.0,48,19,2977444,2995177,1,ohno,0.4583333333333333,Y
ENSG00000178187,28.0,46,5,178368192,178393434,1,SSD,0.6086956521739131,Y
ENSG00000162882,29.0,48,2,42994229,43019733,-1,singleton,0.6041666666666666,Y
ENSG00000203326,14.0,48,19,53868946,53895470,1,SSD,0.2916666666666667,N
ENSG00000176715,27.0,48,16,89154783,89222254,1,singleton,0.5625,Y
ENSG00000197021,19.0,48,X,149097745,149107029,-1,SSD,0.3958333333333333,Y
ENSG00000103876,14.0,48,15,80444832,80479288,1,singleton,0.2916666666666667,N
ENSG00000085491,22.0,48,1,108676658,108743471,-1,ohno,0.4583333333333333,Y
ENSG00000170248,18.0,48,3,33839844,33911194,1,SSD,0.375,Y
ENSG00000114544,30.0,48,3,125725198,125820404,-1,ohno,0.625,Y
ENSG00000182472,26.0,48,19,39220827,39260544,-1,SSD,0.5416666666666666,Y
ENSG00000152492,23.0,48,3,191046866,191116459,1,singleton,0.4791666666666667,Y
ENSG00000172379,14.0,48,15,80696692,80890278,1,ohno,0.2916666666666667,N
ENSG00000259803,32.0,48,16,89262406,89268072,-1,SSD,0.6666666666666666,Y
ENSG00000188997,21.0,48,11,77882295,77899868,-1,SSD,0.4375,N
ENSG00000109832,18.0,41,11,125773271,125793158,1,SSD,0.4390243902439024,Y
ENSG00000134575,18.0,48,11,47260853,47270457,-1,ohno,0.375,Y
ENSG00000095209,14.0,48,9,108456825,108538893,1,ohno,0.2916666666666667,N
ENSG00000232112,15.0,48,3,48481667,48485616,1,singleton,0.3125,N
ENSG00000105928,32.0,48,7,24737972,24809244,-1,SSD,0.6666666666666666,Y
ENSG00000139651,17.0,48,12,53574484,53584596,1,SSD,0.3541666666666667,Y
ENSG00000158457,28.0,48,7,128784712,128808671,1,SSD,0.5833333333333334,Y
ENSG00000174780,23.0,48,4,57333081,57369839,1,singleton,0.4791666666666667,Y
ENSG00000148143,17.0,47,9,109625378,109775915,1,ohno,0.3617021276595745,Y
ENSG00000113812,38.0,48,3,53901093,53916229,-1,singleton,0.7916666666666666,Y
ENSG00000164053,15.0,48,3,48488114,48507115,1,singleton,0.3125,N
ENSG00000187595,20.0,48,17,40177594,40217383,-1,SSD,0.4166666666666667,Y
ENSG00000176783,20.0,48,5,178977559,179037027,1,ohno,0.4166666666666667,Y
ENSG00000187105,16.0,48,14,73945189,74025651,-1,singleton,0.3333333333333333,N
ENSG00000078237,27.0,48,12,4430371,4462338,1,singleton,0.5625,Y
ENSG00000184227,45.0,48,14,74003818,74010498,1,ohno,0.9375,Y
ENSG00000188511,23.0,47,22,49808176,50051190,-1,singleton,0.4893617021276596,Y
ENSG00000139921,23.0,48,14,51706880,51722759,1,ohno,0.4791666666666667,Y
ENSG00000064309,14.0,47,11,125825691,125933230,-1,ohno,0.2978723404255319,N
ENSG00000063601,19.0,48,X,149861435,149933576,1,ohno,0.3958333333333333,Y
ENSG00000119673,40.0,48,14,74034324,74042357,1,ohno,0.8333333333333334,Y
ENSG00000070061,19.0,48,9,111629797,111696396,-1,singleton,0.3958333333333333,N
ENSG00000243244,25.0,48,2,48756522,48826025,1,ohno,0.5208333333333334,N
ENSG00000185100,14.0,48,14,105190523,105213662,1,ohno,0.2916666666666667,Y
ENSG00000182858,17.0,48,22,50293877,50312106,-1,singleton,0.3541666666666667,N
ENSG00000167526,24.0,48,16,89627065,89630950,1,singleton,0.5,Y
ENSG00000137513,37.0,48,11,78147007,78285919,-1,singleton,0.7708333333333334,Y
ENSG00000177465,30.0,48,14,74058410,74063200,1,ohno,0.625,Y
ENSG00000198945,24.0,48,6,130334844,130462594,1,ohno,0.5,Y
ENSG00000184164,20.0,48,22,50311815,50321188,1,ohno,0.4166666666666667,Y
ENSG00000128040,18.0,42,4,57676026,57687908,-1,singleton,0.42857142857142855,Y
ENSG00000119326,24.0,48,9,111704851,111775809,-1,SSD,0.5,Y
ENSG00000104964,24.0,48,19,3052908,3063105,-1,ohno,0.5,Y
ENSG00000122085,35.0,48,2,242011584,242041747,-1,singleton,0.7291666666666666,Y
ENSG00000108771,29.0,48,17,40253422,40264751,-1,ohno,0.6041666666666666,Y
ENSG00000213689,32.0,48,3,48506445,48509044,1,SSD,0.6666666666666666,Y
ENSG00000106771,21.0,48,9,111777432,111882225,-1,singleton,0.4375,N
ENSG00000138399,24.0,48,2,170386259,170430385,-1,SSD,0.5,Y
ENSG00000260230,23.0,38,9,111892573,111929571,-1,singleton,0.6052631578947368,Y
ENSG00000204257,25.0,48,6,32916390,32936871,-1,SSD,0.5208333333333334,Y
ENSG00000110074,45.0,48,11,126138950,126148026,1,singleton,0.9375,Y
ENSG00000125912,29.0,48,19,3185561,3209573,1,singleton,0.6041666666666666,Y
ENSG00000175711,36.0,48,17,80900031,81009686,-1,singleton,0.75,Y
ENSG00000082258,26.0,48,2,135675805,135716912,1,ohno,0.5416666666666666,Y
ENSG00000131165,19.0,48,16,89710839,89724253,-1,SSD,0.3958333333333333,Y
ENSG00000066427,28.0,48,14,92524896,92572965,-1,SSD,0.5833333333333334,Y
ENSG00000178665,28.0,48,7,55955169,56009918,1,SSD,0.5833333333333334,Y
ENSG00000167186,20.0,48,16,19078921,19091417,1,singleton,0.4166666666666667,Y
ENSG00000004468,20.0,47,4,15779898,15854853,1,SSD,0.425531914893617,N
ENSG00000184990,16.0,48,14,105219437,105234831,1,singleton,0.3333333333333333,N
ENSG00000146729,15.0,48,7,56019486,56067874,1,ohno,0.3125,N
ENSG00000185324,43.0,48,16,89747145,89762772,1,SSD,0.8958333333333334,Y
ENSG00000136810,14.0,48,9,113006091,113018920,-1,SSD,0.2916666666666667,N
ENSG00000156795,38.0,48,8,124428965,124479470,1,singleton,0.7916666666666666,Y
ENSG00000068781,26.0,28,2,48757064,49003654,1,ohno,0.9285714285714286,Y
ENSG00000140598,14.0,48,15,82422571,82555104,-1,singleton,0.2916666666666667,N
ENSG00000140043,43.0,48,14,74318547,74353530,1,SSD,0.8958333333333334,Y
ENSG00000147592,16.0,48,8,71547553,71581409,-1,singleton,0.3333333333333333,N
ENSG00000104825,15.0,48,19,39390340,39399533,1,ohno,0.3125,N
ENSG00000221947,46.0,46,8,71581600,71702606,1,ohno,1.0,Y
ENSG00000100908,26.0,48,14,24608174,24610797,-1,ohno,0.5416666666666666,Y
ENSG00000115687,24.0,48,2,242045514,242089679,-1,SSD,0.5,Y
ENSG00000113273,17.0,48,5,78073032,78281910,-1,ohno,0.3541666666666667,N
ENSG00000137441,14.0,47,4,15961866,15970932,-1,singleton,0.2978723404255319,N
ENSG00000104835,21.0,48,19,39405906,39440495,-1,SSD,0.4375,Y
ENSG00000110514,21.0,48,11,47290712,47351582,1,singleton,0.4375,Y
ENSG00000144362,28.0,48,2,170550975,170558218,1,ohno,0.5833333333333334,Y
ENSG00000073146,14.0,44,22,50528308,50600119,1,SSD,0.3181818181818182,N
ENSG00000260259,14.0,46,16,89749028,89752977,-1,singleton,0.3043478260869565,N
ENSG00000188659,44.0,47,15,82555151,82577271,1,ohno,0.9361702127659576,Y
ENSG00000205281,20.0,30,15,82635130,82641706,-1,SSD,0.6666666666666666,Y
ENSG00000075399,25.0,48,16,89773542,89787394,-1,singleton,0.5208333333333334,Y
ENSG00000130032,28.0,44,X,150863596,150874396,1,SSD,0.6363636363636364,Y
ENSG00000143126,17.0,48,1,109792641,109818372,1,ohno,0.3541666666666667,N
ENSG00000231389,21.0,48,6,33032346,33048552,-1,SSD,0.4375,Y
ENSG00000146733,42.0,48,7,56078744,56119297,-1,singleton,0.875,Y
ENSG00000269190,22.0,48,19,39432044,39466550,-1,SSD,0.4583333333333333,Y
ENSG00000196648,25.0,47,15,83098710,83108085,1,SSD,0.5319148936170213,Y
ENSG00000161243,30.0,48,19,39481354,39523425,-1,SSD,0.625,Y
ENSG00000143622,22.0,48,1,155867599,155881195,-1,SSD,0.4583333333333333,Y
ENSG00000134222,23.0,48,1,109822178,109825808,-1,singleton,0.4791666666666667,N
ENSG00000116883,35.0,48,1,36789335,36794822,1,singleton,0.7291666666666666,Y
ENSG00000170638,16.0,48,22,50624344,50638027,1,singleton,0.3333333333333333,N
ENSG00000183397,20.0,48,19,3539152,3544028,1,singleton,0.4166666666666667,Y
ENSG00000079337,34.0,48,12,48128455,48164823,-1,ohno,0.7083333333333334,Y
ENSG00000111254,47.0,48,12,4724674,4758213,-1,SSD,0.9791666666666666,Y
ENSG00000159648,20.0,39,16,58010339,58022020,1,singleton,0.5128205128205128,Y
ENSG00000170906,33.0,48,19,54606036,54612564,1,singleton,0.6875,Y
ENSG00000087301,26.0,48,14,52897308,53019240,-1,singleton,0.5416666666666666,Y
ENSG00000085788,23.0,48,8,38082736,38133076,1,ohno,0.4791666666666667,Y
ENSG00000187741,31.0,48,16,89803957,89883065,-1,singleton,0.6458333333333334,Y
ENSG00000173258,19.0,47,9,114287439,114340124,1,SSD,0.40425531914893614,N
ENSG00000213780,29.0,48,6,30875961,30881883,1,singleton,0.6041666666666666,Y
ENSG00000132840,23.0,48,5,78365540,78385289,1,SSD,0.4791666666666667,Y
ENSG00000139180,15.0,48,12,4758261,4798454,1,SSD,0.3125,N
ENSG00000156931,41.0,48,3,184529931,184770402,1,singleton,0.8541666666666666,Y
ENSG00000180376,37.0,48,3,56591189,56655846,1,singleton,0.7708333333333334,Y
ENSG00000106853,35.0,48,9,114312002,114362135,-1,SSD,0.7291666666666666,Y
ENSG00000073169,14.0,48,22,50639408,50656045,1,singleton,0.2916666666666667,N
ENSG00000168255,15.0,48,7,102178365,102213103,-1,SSD,0.3125,N
