Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSBTAG00000000670	ENSBTAG00000001179	RRP9	TEP1	0.0176116537008828	0.0456790756577463	2	Vertebrata	protein_coding
ENSBTAG00000007634	ENSBTAG00000008654	HOOK3	HOOK2	0.00728893093437122	0.00679762867976867	2	Vertebrata	protein_coding
ENSBTAG00000008552	ENSBTAG00000014543	PLXNA3	PLXNA4	4.94552792937786e-08	1.84637786279013e-13	3	Vertebrata	protein_coding
ENSBTAG00000036425	ENSBTAG00000029909	bta-mir-7-1	bta-mir-7-2	0.00688054113941647	1.09846720979972e-13	2	Vertebrata	miRNA
ENSBTAG00000002522	ENSBTAG00000047648	SYT5	SYT2	0.00569392148333449	2.71868875255346e-05	3	Vertebrata	protein_coding
ENSBTAG00000000120	ENSBTAG00000011744	USP43	USP31	1.14015065933865e-15	2.32094057239684e-34	3	Vertebrata	protein_coding
ENSBTAG00000002411	ENSBTAG00000002651	CTNND1	PKP2	0.0101691742275233	5.19074681297278e-10	2	Vertebrata	protein_coding
ENSBTAG00000005999	ENSBTAG00000008173	FSD1	TRIM13	0.0203133347791014	0.13433472101369	1	Vertebrata	protein_coding
ENSBTAG00000016198	ENSBTAG00000026403	EP300	CREBBP	6.58006609488894e-09	3.52097821038675e-27	4	Vertebrata	protein_coding
ENSBTAG00000021580	ENSBTAG00000001553	HNRNPA3	HNRNPA1	2.38516825252264e-09	4.64451587122164e-28	4	Vertebrata	protein_coding
ENSBTAG00000017639	ENSBTAG00000014447	RPS6KA3	RPS6KA1	0.0446421682670185	1.26380683697136e-05	3	Vertebrata	protein_coding
ENSBTAG00000003446	ENSBTAG00000000815	EPHB4	EPHA2	1.48336138667739e-10	9.78318297970745e-07	4	Vertebrata	protein_coding
ENSBTAG00000001063	ENSBTAG00000039581	HOXA4	HOXD4	4.11398478333589e-17	2.73896339732637e-26	4	Vertebrata	protein_coding
ENSBTAG00000014862	ENSBTAG00000005098	ENSBTAG00000014862	ENSBTAG00000005098	0.00125219239993304	3.41524119182169e-12	4	Vertebrata	protein_coding
ENSBTAG00000009785	ENSBTAG00000001468	SAMD4B	SAMD4A	1.30315366044749e-16	2.78102670032126e-16	5	Vertebrata	protein_coding
ENSBTAG00000001652	ENSBTAG00000003282	SLCO3A1	SLCO1A2	0.000288060175771566	1.02388430249748e-06	2	Vertebrata	protein_coding
ENSBTAG00000003528	ENSBTAG00000013918	ENSBTAG00000003528	ADGRL3	0.00713541789014429	1.70323059405202e-08	2	Vertebrata	protein_coding
ENSBTAG00000001945	ENSBTAG00000012403	ARG2	ARG1	3.83309446269958e-05	4.47981253392058e-05	2	Vertebrata	protein_coding
ENSBTAG00000044080	ENSBTAG00000000456	CPA6	pCPB	7.79491433280752e-09	0.0138264261088656	4	Vertebrata	protein_coding
ENSBTAG00000020485	ENSBTAG00000035587	ARRB1	ARRB2	2.79488147959682e-07	7.57107649942797e-05	5	Vertebrata	protein_coding
ENSBTAG00000001959	ENSBTAG00000002065	TFAP2E	TFAP2C	4.13397697113152e-16	7.00135193799355e-19	4	Vertebrata	protein_coding
ENSBTAG00000023734	ENSBTAG00000005917	PARD6A	PARD6G	3.93791317138977e-07	8.14959580842785e-29	4	Vertebrata	protein_coding
ENSBTAG00000020028	ENSBTAG00000005716	RBP1	CRABP2	0.00559186386399804	0.000135957949670386	4	Vertebrata	protein_coding
ENSBTAG00000013869	ENSBTAG00000003751	SH3BP4	MACC1	0.00751257664064783	1.7058807295299e-20	2	Vertebrata	protein_coding
ENSBTAG00000005999	ENSBTAG00000008078	FSD1	ENSBTAG00000008078	0.0195644337525281	0.0707250346778018	1	Vertebrata	protein_coding
ENSBTAG00000015978	ENSBTAG00000005585	ANXA1	ANXA13	0.0307664408372809	6.55630023796175e-06	1	Vertebrata	protein_coding
ENSBTAG00000006007	ENSBTAG00000018004	SH3GL1	SH3GL3	3.68107227745252e-06	1.94968399383605e-25	3	Vertebrata	protein_coding
ENSBTAG00000044171	ENSBTAG00000019500	CNIH3	CNIH1	2.02397178790722e-16	9.33352068891138e-23	4	Vertebrata	protein_coding
ENSBTAG00000046044	ENSBTAG00000003339	ENSBTAG00000046044	ZBTB10	0.000737278363729772	1.5118825961353e-12	3	Vertebrata	protein_coding
ENSBTAG00000015046	ENSBTAG00000006161	MST1R	MET	4.6609621474931e-15	3.85018596180506e-32	3	Vertebrata	protein_coding
ENSBTAG00000009998	ENSBTAG00000021735	GALNT16	GALNT14	1.53641777675411e-13	3.10714715001485e-25	4	Vertebrata	protein_coding
ENSBTAG00000003320	ENSBTAG00000021764	GLRA4	GLRB	1.11340538263557e-10	5.70683619840175e-11	3	Vertebrata	protein_coding
ENSBTAG00000006630	ENSBTAG00000009637	SLC12A3	SLC12A2	5.78786030192141e-06	0.0348845982687516	4	Vertebrata	protein_coding
ENSBTAG00000010856	ENSBTAG00000027080	SLC8A2	SLC8A3	1.38953402390169e-13	9.10666468888523e-10	5	Vertebrata	protein_coding
ENSBTAG00000003107	ENSBTAG00000033562	LHX5	LHX1	0.00245722435316083	1.96784521779416e-16	3	Vertebrata	protein_coding
ENSBTAG00000011244	ENSBTAG00000011406	TESK2	TESK1	3.66969813492978e-07	6.92750629146478e-09	4	Vertebrata	protein_coding
ENSBTAG00000006886	ENSBTAG00000008533	FAM117A	GLCCI1	0.0104922540533539	1.45385334751005e-34	2	Vertebrata	protein_coding
ENSBTAG00000031891	ENSBTAG00000020252	NLGN1	NLGN2	3.35649625558327e-07	1.69320085530474e-19	3	Vertebrata	protein_coding
ENSBTAG00000005830	ENSBTAG00000021845	STRN4	STRN3	1.01299340254899e-18	2.05269740814592e-21	4	Vertebrata	protein_coding
ENSBTAG00000010085	ENSBTAG00000007403	SLC7A2	SLC7A3	4.03485544332957e-05	4.07723528610264e-17	3	Vertebrata	protein_coding
ENSBTAG00000047991	ENSBTAG00000004257	TAF4	TAF4B	1.33547198612851e-07	1.21475373101794e-35	5	Vertebrata	protein_coding
ENSBTAG00000001514	ENSBTAG00000014143	ASB11	ASB5	7.28319035018284e-06	1.43480409095034e-15	2	Vertebrata	protein_coding
ENSBTAG00000016060	ENSBTAG00000018131	CREM	ATF1	0.0122172326786236	1.21191908858123e-08	4	Vertebrata	protein_coding
ENSBTAG00000012541	ENSBTAG00000027173	CHP2	CHP1	0.000628143196627793	0.000435953035639605	3	Vertebrata	protein_coding
ENSBTAG00000034005	ENSBTAG00000001385	ZNF35	ZSCAN2	0.00550643074100298	0.273299631290885	1	Vertebrata	protein_coding
ENSBTAG00000015991	ENSBTAG00000015058	CDH1	CDH4	1.09052417107964e-10	1.13552524490432e-21	1	Vertebrata	protein_coding
ENSBTAG00000012720	ENSBTAG00000010849	ANKRD2	ANKRD23	0.00461573970947836	2.46034628627605e-06	3	Vertebrata	protein_coding
ENSBTAG00000033153	ENSBTAG00000034854	GRIK2	GRIK1	2.8888944832878e-07	3.66746238133464e-12	4	Vertebrata	protein_coding
ENSBTAG00000007581	ENSBTAG00000007642	ADORA2B	ADORA3	0.0171167545213153	0.161554988362563	2	Vertebrata	protein_coding
ENSBTAG00000008173	ENSBTAG00000014027	TRIM13	TRIM36	0.0125670555863261	0.0106257849670935	2	Vertebrata	protein_coding
ENSBTAG00000001027	ENSBTAG00000014465	SERPINH1	SERPINE1	0.00018183764547234	2.11959555459537e-05	2	Vertebrata	protein_coding
ENSBTAG00000026880	ENSBTAG00000021949	ENSBTAG00000026880	NEFL	0.00936981918398139	0.00311562319618769	2	Vertebrata	protein_coding
ENSBTAG00000016341	ENSBTAG00000021837	RGS5	RGS19	0.000428641963708206	3.46136162874181e-07	2	Vertebrata	protein_coding
ENSBTAG00000013124	ENSBTAG00000001686	LRTM1	LRRC52	0.0353730052264846	0.022082483110755	1	Vertebrata	protein_coding
ENSBTAG00000003687	ENSBTAG00000019310	FOXK2	FOXK1	3.44960933559801e-06	5.10548410673189e-23	3	Vertebrata	protein_coding
ENSBTAG00000018577	ENSBTAG00000015061	SLC7A1	ENSBTAG00000015061	1.42155621322623e-05	2.16516214911741e-37	3	Vertebrata	protein_coding
ENSBTAG00000023652	ENSBTAG00000004226	PROS1	SHBG	0.0442309286355763	6.49508337272831e-06	2	Vertebrata	protein_coding
ENSBTAG00000000914	ENSBTAG00000019719	OPRK1	OPRM1	0.000856860779562138	5.59062806987893e-10	2	Vertebrata	protein_coding
ENSBTAG00000047743	ENSBTAG00000016343	KCNIP4	KCNIP2	3.65069611358885e-10	4.24846003065148e-29	3	Vertebrata	protein_coding
ENSBTAG00000045660	ENSBTAG00000019709	ENSBTAG00000045660	ENSBTAG00000019709	0.00646218112062394	0.0871229143159294	3	Vertebrata	protein_coding
ENSBTAG00000001774	ENSBTAG00000021245	SPRY2	SPRY1	4.65308630715934e-09	1.71835138651604e-11	2	Vertebrata	protein_coding
ENSBTAG00000007001	ENSBTAG00000014615	SLC26A1	SLC26A2	4.43951652258696e-05	2.1463331517539e-12	4	Vertebrata	protein_coding
ENSBTAG00000023666	ENSBTAG00000023447	ENSBTAG00000023666	ENSBTAG00000023447	0.0487077702077489	0.0207253745107028	3	Vertebrata	protein_coding
ENSBTAG00000000886	ENSBTAG00000012863	ENSBTAG00000000886	GDPD2	0.0144297005495356	1.53047973386206e-27	1	Vertebrata	protein_coding
ENSBTAG00000035708	ENSBTAG00000005019	ENSBTAG00000035708	PRSS50	0.0493891079672905	0.000482514875158126	1	Younger	protein_coding
ENSBTAG00000005810	ENSBTAG00000013479	PDZK1	SLC9A3R2	0.00595569975362798	0.0282386730803831	2	Vertebrata	protein_coding
ENSBTAG00000011022	ENSBTAG00000007123	ARPP19	ENSA	1.07592386591104e-05	9.99313781211086e-21	3	Vertebrata	protein_coding
ENSBTAG00000022329	ENSBTAG00000001324	ENSBTAG00000022329	SLCO2A1	0.00155130166317859	0.0017855100773429	4	Vertebrata	protein_coding
ENSBTAG00000026344	ENSBTAG00000001871	MAFA	NRL	0.00132852475979983	0.0265989827832842	3	Vertebrata	protein_coding
ENSBTAG00000019950	ENSBTAG00000010181	ENSBTAG00000019950	GRPEL1	8.77633201951933e-09	1.50409092834348e-24	4	Vertebrata	protein_coding
ENSBTAG00000008431	ENSBTAG00000037483	MOGAT1	ENSBTAG00000037483	4.23541492073602e-08	7.21152462458342e-12	5	Vertebrata	protein_coding
ENSBTAG00000019813	ENSBTAG00000010175	ADIPOQ	COL8A2	0.0466166748460427	0.00116247876322206	1	Vertebrata	protein_coding
ENSBTAG00000031916	ENSBTAG00000019164	RHOBTB2	RHOBTB1	3.20011159302981e-05	6.08554385243886e-26	1	Vertebrata	protein_coding
ENSBTAG00000002051	ENSBTAG00000039922	ARAP1	ARAP2	2.29811800657125e-06	2.55647216924438e-13	3	Vertebrata	protein_coding
ENSBTAG00000011548	ENSBTAG00000015821	AMPD1	AMPD3	0.000161830988206244	1.26762528042272e-24	4	Vertebrata	protein_coding
ENSBTAG00000014401	ENSBTAG00000047857	SORBS3	ENSBTAG00000047857	2.0409420558829e-05	7.14581383183146e-07	3	Older	protein_coding
ENSBTAG00000009495	ENSBTAG00000006835	BCAM	MCAM	0.00489956785680827	2.95154904958862e-05	1	Vertebrata	protein_coding
ENSBTAG00000017662	ENSBTAG00000034875	EEF2K	ALPK1	0.0196517126150707	0.00285849782440729	1	Vertebrata	protein_coding
ENSBTAG00000018578	ENSBTAG00000009086	LOXL3	LOXL1	0.028904100901918	0.00585150803576302	2	Vertebrata	protein_coding
ENSBTAG00000013212	ENSBTAG00000017245	COPG1	COPG2	0.000236339104695467	3.16950726418352e-18	2	Vertebrata	protein_coding
ENSBTAG00000009349	ENSBTAG00000002075	MMEL1	MME	3.72456764422253e-05	2.58991761313731e-24	2	Vertebrata	protein_coding
ENSBTAG00000039362	ENSBTAG00000026181	ENSBTAG00000039362	UGT1A1	1.3149844900796e-09	3.61620987664521e-05	2	Vertebrata	protein_coding
ENSBTAG00000025029	ENSBTAG00000018905	MAN2A1	MAN2A2	3.05982663654866e-07	7.9080914293481e-28	3	Vertebrata	protein_coding
ENSBTAG00000021289	ENSBTAG00000019885	POGZ	ZNF280C	2.37136341876469e-05	2.70144610135179e-19	2	Vertebrata	protein_coding
ENSBTAG00000047635	ENSBTAG00000034613	MRO	MROH6	0.0188661553771212	0.0595654002300484	2	Vertebrata	protein_coding
ENSBTAG00000001207	ENSBTAG00000011975	SERPINB8	SERPINB1	1.14364173390978e-08	0.00115203341022338	3	Vertebrata	protein_coding
ENSBTAG00000008548	ENSBTAG00000039593	FAM98A	FAM98C	0.0252186982921146	0.000898860021818395	4	Vertebrata	protein_coding
ENSBTAG00000033292	ENSBTAG00000014949	SP7	SP9	0.00220866010410262	1.40389163981697e-17	2	Vertebrata	protein_coding
ENSBTAG00000000342	ENSBTAG00000007331	PLOD3	PLOD2	1.07355097658211e-06	1.04953694289574e-19	5	Vertebrata	protein_coding
ENSBTAG00000004327	ENSBTAG00000020084	LONRF2	LONRF1	0.00410741554893291	2.02395538711011e-10	2	Vertebrata	protein_coding
ENSBTAG00000018513	ENSBTAG00000001086	FHL1	FHL2	7.8605826236929e-06	1.89987973775546e-30	4	Vertebrata	protein_coding
ENSBTAG00000033620	ENSBTAG00000033061	ENSBTAG00000033620	ENSBTAG00000033061	0.0370841393636797	0.0501943734874314	2	Vertebrata	protein_coding
ENSBTAG00000002781	ENSBTAG00000012757	GCNT4	GCNT1	0.000220082792502475	9.80630363481937e-05	1	Vertebrata	protein_coding
ENSBTAG00000020878	ENSBTAG00000018710	DMTF1	TTF1	0.00855849557077043	0.023003249871876	2	Vertebrata	protein_coding
ENSBTAG00000014804	ENSBTAG00000013627	HNRNPDL	HNRNPAB	1.34216595225767e-06	1.32470037233417e-21	3	Vertebrata	protein_coding
ENSBTAG00000046911	ENSBTAG00000021339	SCN10A	SCN8A	0.0459499306332521	7.55520637595055e-07	3	Vertebrata	protein_coding
ENSBTAG00000015109	ENSBTAG00000000546	TOB2	TOB1	2.46666982762897e-05	5.2380634638494e-17	2	Vertebrata	protein_coding
ENSBTAG00000008568	ENSBTAG00000008384	SLC25A45	SLC25A47	1.78175305379431e-05	6.64685058760357e-06	3	Vertebrata	protein_coding
ENSBTAG00000001881	ENSBTAG00000014333	SLC10A1	SLC10A3	0.00288404742872093	0.098820009398212	2	Vertebrata	protein_coding
ENSBTAG00000025458	ENSBTAG00000003077	DPF3	DPF2	2.12953816870205e-17	1.17369286083786e-16	5	Vertebrata	protein_coding
ENSBTAG00000018519	ENSBTAG00000012504	GAS2L2	GAS2L1	1.74844420303513e-05	1.32723409727811e-26	2	Vertebrata	protein_coding
ENSBTAG00000012215	ENSBTAG00000006955	CPNE7	CPNE1	0.0210878961765176	1.34736750931217e-17	1	Vertebrata	protein_coding
ENSBTAG00000008707	ENSBTAG00000023419	SULT6B1	ENSBTAG00000023419	0.026754447487708	0.00026199013407745	1	Vertebrata	protein_coding
ENSBTAG00000006030	ENSBTAG00000026972	MYOG	MYF5	0.000958261159922021	1.43151165582118e-32	4	Vertebrata	protein_coding
ENSBTAG00000000603	ENSBTAG00000017846	JAM2	F11R	0.00758134619882761	7.27896860947782e-07	2	Vertebrata	protein_coding
ENSBTAG00000005658	ENSBTAG00000014533	ECE2	KEL	0.000347819853128615	2.22907232343865e-14	3	Vertebrata	protein_coding
ENSBTAG00000002066	ENSBTAG00000021218	MYL7	MYLPF	3.69252402567257e-07	0.000240990960056994	4	Vertebrata	protein_coding
ENSBTAG00000004659	ENSBTAG00000004367	COQ10B	COQ10A	0.000536340210469224	5.64957534363662e-21	2	Vertebrata	protein_coding
ENSBTAG00000010152	ENSBTAG00000046030	MID1	ENSBTAG00000046030	1.66252863981174e-05	5.47762223071914e-32	2	Vertebrata	protein_coding
ENSBTAG00000021201	ENSBTAG00000004575	FAM126B	FAM126A	1.89978610442351e-05	9.90333218512291e-34	4	Vertebrata	protein_coding
ENSBTAG00000007553	ENSBTAG00000016125	KCNA5	KCNA7	0.00223664507683985	0.000825582195116532	5	Vertebrata	protein_coding
ENSBTAG00000018071	ENSBTAG00000014719	TMOD4	TMOD1	0.00280603244320052	2.68454431939052e-05	2	Vertebrata	protein_coding
ENSBTAG00000016169	ENSBTAG00000021187	ID1	ID2	4.81272492811631e-05	1.50621152232566e-14	2	Vertebrata	protein_coding
ENSBTAG00000006955	ENSBTAG00000002233	CPNE1	CPNE2	0.000670688892373007	2.12130467278106e-20	4	Vertebrata	protein_coding
ENSBTAG00000044202	ENSBTAG00000019399	CNKSR2	ENSBTAG00000019399	1.10958230587449e-05	7.69417716973089e-10	3	Vertebrata	protein_coding
ENSBTAG00000035836	ENSBTAG00000012678	COLGALT2	COLGALT1	2.99261955175208e-07	1.17185672136881e-14	5	Vertebrata	protein_coding
ENSBTAG00000008842	ENSBTAG00000006899	JPH1	JPH3	1.60629237052979e-13	3.42040161122634e-24	5	Vertebrata	protein_coding
ENSBTAG00000012498	ENSBTAG00000019354	PAX5	PAX8	7.07111469556218e-07	0.000317640005001804	4	Vertebrata	protein_coding
ENSBTAG00000021120	ENSBTAG00000033180	SMYD1	SMYD3	0.00245498081089935	8.36994763168328e-05	2	Vertebrata	protein_coding
ENSBTAG00000033983	ENSBTAG00000024450	MAP2K1	MAP2K2	7.73763431159858e-10	2.23751498065586e-30	4	Vertebrata	protein_coding
ENSBTAG00000015904	ENSBTAG00000017405	RORA	RORC	6.75295987660328e-08	1.66496407965703e-17	5	Vertebrata	protein_coding
ENSBTAG00000046470	ENSBTAG00000047578	ONECUT1	ONECUT3	0.000717463997368121	4.49610990597008e-19	3	Vertebrata	protein_coding
ENSBTAG00000014663	ENSBTAG00000003278	HOXB13	HOXC10	0.0434085655639861	9.51937389337123e-30	1	Vertebrata	protein_coding
ENSBTAG00000009438	ENSBTAG00000045902	EPHA5	EPHB2	1.46713515080087e-06	0.000752518370530702	2	Vertebrata	protein_coding
ENSBTAG00000016348	ENSBTAG00000048138	XKR7	XKR9	0.000924652729355468	5.9024015926184e-30	2	Vertebrata	protein_coding
ENSBTAG00000009937	ENSBTAG00000045772	ENSBTAG00000009937	ENSBTAG00000045772	1.91114776808677e-07	1.78626373899897e-22	3	Vertebrata	protein_coding
ENSBTAG00000019603	ENSBTAG00000013568	LDHB	UEVLD	2.78432398911122e-06	6.25302728587104e-31	3	Vertebrata	protein_coding
ENSBTAG00000000923	ENSBTAG00000004314	HOXC13	HOXD12	0.0267512811153565	9.47183558708732e-33	1	Vertebrata	protein_coding
ENSBTAG00000006745	ENSBTAG00000009717	FGG	FGL2	0.0346437253064817	0.000420899078805293	1	Vertebrata	protein_coding
ENSBTAG00000017209	ENSBTAG00000003320	GLRA2	GLRA4	7.32888350513371e-09	2.36729743132431e-30	3	Vertebrata	protein_coding
ENSBTAG00000002084	ENSBTAG00000014897	UNC5C	UNC5A	7.10806585490768e-07	8.00616792559155e-20	3	Vertebrata	protein_coding
ENSBTAG00000010551	ENSBTAG00000018635	ATP1A2	ATP1A3	0.000254556880200284	2.95596201908804e-09	4	Vertebrata	protein_coding
ENSBTAG00000006768	ENSBTAG00000030246	ENTPD4	ENTPD8	0.00584063067859729	0.00867478467368183	1	Vertebrata	protein_coding
ENSBTAG00000007441	ENSBTAG00000013145	SEC23IP	DDHD2	1.17492901154988e-13	4.98566333341191e-36	3	Vertebrata	protein_coding
ENSBTAG00000005932	ENSBTAG00000015467	FAM184B	FAM184A	0.04588984411542	0.000341411530724228	2	Vertebrata	protein_coding
ENSBTAG00000020332	ENSBTAG00000019146	OSBP	OSBP2	8.1139528159906e-07	1.63045601836684e-07	4	Vertebrata	protein_coding
ENSBTAG00000035709	ENSBTAG00000005019	ENSBTAG00000035709	PRSS50	0.0493891079672905	0.000482514875158126	1	Younger	protein_coding
ENSBTAG00000002097	ENSBTAG00000018661	TMC5	TMC6	4.14161997712721e-19	3.13530220080518e-40	4	Vertebrata	protein_coding
ENSBTAG00000038306	ENSBTAG00000046724	CBX2	CBX6	0.00688681272227711	3.72993128401136e-07	2	Vertebrata	protein_coding
ENSBTAG00000037929	ENSBTAG00000010663	ADAM28	ADAM15	2.13976310113283e-06	0.00893779221805393	4	Vertebrata	protein_coding
ENSBTAG00000000576	ENSBTAG00000017576	ADGRG2	ADGRD2	0.0156696358564131	0.0276600884923291	2	Chordata	protein_coding
ENSBTAG00000007761	ENSBTAG00000046044	ZBTB5	ENSBTAG00000046044	0.0446510042129407	0.0497007967432411	1	Vertebrata	protein_coding
ENSBTAG00000018413	ENSBTAG00000045653	FAM46B	FAM46D	1.56766331512079e-09	6.52046991704299e-10	4	Vertebrata	protein_coding
ENSBTAG00000014596	ENSBTAG00000009048	EFHD1	EFHD2	1.34990425150277e-08	4.36776114451254e-11	3	Vertebrata	protein_coding
ENSBTAG00000033248	ENSBTAG00000013831	CDH3	DSG1	0.0127775802766259	4.88741580284767e-18	1	Vertebrata	protein_coding
ENSBTAG00000002551	ENSBTAG00000000008	KCNJ8	KCNJ1	0.00986504150318114	0.0262688747534068	2	Vertebrata	protein_coding
ENSBTAG00000013308	ENSBTAG00000012622	RBMXL1	TRA2A	0.00304274961487678	0.046143136605815	2	Vertebrata	protein_coding
ENSBTAG00000000552	ENSBTAG00000013463	DISP2	DISP1	1.7972512084043e-16	2.53657510353202e-12	5	Vertebrata	protein_coding
ENSBTAG00000000172	ENSBTAG00000006752	PFKFB1	PFKFB4	5.65628755663457e-10	5.92928841190034e-23	4	Vertebrata	protein_coding
ENSBTAG00000005548	ENSBTAG00000000484	HYAL4	HYAL2	7.01281732341852e-08	1.34447055515221e-26	2	Vertebrata	protein_coding
ENSBTAG00000000595	ENSBTAG00000002278	FBN3	FBN1	6.85186871509048e-07	1.84283763028721e-21	2	Vertebrata	protein_coding
ENSBTAG00000012726	ENSBTAG00000003039	PSMB5	PSMB8	0.000135625375292534	2.35887498758803e-05	4	Vertebrata	protein_coding
ENSBTAG00000002014	ENSBTAG00000025358	SNX1	SNX2	1.95772520076662e-05	3.26597541524316e-26	3	Vertebrata	protein_coding
ENSBTAG00000006073	ENSBTAG00000012514	PODNL1	PODN	0.000536983008803951	9.7673073453593e-07	2	Vertebrata	protein_coding
ENSBTAG00000009279	ENSBTAG00000001463	TNKS2	TNKS	0.00047996457087437	7.1941089281889e-19	2	Vertebrata	protein_coding
ENSBTAG00000009583	ENSBTAG00000000664	SLC22A2	SLC22A15	0.000259092933757446	3.0934495217843e-06	2	Vertebrata	protein_coding
ENSBTAG00000014429	ENSBTAG00000024199	KMT2D	KMT2C	0.000107368111806027	5.2504300078764e-12	2	Vertebrata	protein_coding
ENSBTAG00000011458	ENSBTAG00000014803	CPXM1	CPZ	3.5810422725908e-05	0.000128873777120411	3	Vertebrata	protein_coding
ENSBTAG00000021046	ENSBTAG00000000613	ELAVL4	ELAVL1	7.23363913934609e-11	4.46525199923961e-16	5	Vertebrata	protein_coding
ENSBTAG00000046833	ENSBTAG00000017105	ENSBTAG00000046833	FSTL4	0.00082021567981705	1.3995529875411e-19	3	Vertebrata	protein_coding
ENSBTAG00000037832	ENSBTAG00000026319	ASPHD2	ASPHD1	0.0128862217161275	5.06098286162542e-08	4	Vertebrata	protein_coding
ENSBTAG00000002361	ENSBTAG00000006614	TMCC2	TMCC1	0.000218371881349259	9.77928613780812e-21	3	Vertebrata	protein_coding
ENSBTAG00000009049	ENSBTAG00000020540	ENSBTAG00000009049	TMEM198	0.0118941447746021	4.14449666087676e-16	3	Vertebrata	protein_coding
ENSBTAG00000011922	ENSBTAG00000015106	PLEC	DSP	0.00240189208033484	0.0117117647615497	2	Vertebrata	protein_coding
ENSBTAG00000014824	ENSBTAG00000006108	MMP14	MMP11	2.29150917243351e-05	0.000133088976770611	2	Vertebrata	protein_coding
ENSBTAG00000017864	ENSBTAG00000013534	PRPH	GFAP	0.000628928155177376	1.15776573795053e-19	2	Vertebrata	protein_coding
ENSBTAG00000021577	ENSBTAG00000014289	ZFYVE16	ZFYVE9	0.00626785251740221	1.7396515654073e-08	2	Vertebrata	protein_coding
ENSBTAG00000013724	ENSBTAG00000015401	ATG4A	ATG4B	3.01110004834782e-07	7.46671860221404e-15	4	Vertebrata	protein_coding
ENSBTAG00000021960	ENSBTAG00000018281	GPX8	GPX7	0.00440598715899544	1.01462601697784e-16	1	Vertebrata	protein_coding
ENSBTAG00000013550	ENSBTAG00000020921	PRKCG	PRKCB	0.000176628501785504	5.52774795486946e-06	3	Vertebrata	protein_coding
ENSBTAG00000006679	ENSBTAG00000014228	MITF	TFEC	2.33420426770396e-11	6.36727251586579e-39	5	Vertebrata	protein_coding
ENSBTAG00000020764	ENSBTAG00000020345	CNN2	ENSBTAG00000020345	2.90837318968918e-07	5.85904847651127e-06	4	Vertebrata	protein_coding
ENSBTAG00000002699	ENSBTAG00000001462	KIT	FLT4	2.72579033752052e-09	4.18747105286777e-31	1	Vertebrata	protein_coding
ENSBTAG00000001005	ENSBTAG00000021289	ENSBTAG00000001005	POGZ	0.000495023001178785	1.63206195894301e-12	2	Vertebrata	protein_coding
ENSBTAG00000014406	ENSBTAG00000015076	LATS2	LATS1	3.89970300820876e-11	6.19826349502584e-09	4	Vertebrata	protein_coding
ENSBTAG00000009265	ENSBTAG00000009017	NR5A2	NR5A1	3.17782587833673e-06	2.54596206583019e-36	4	Vertebrata	protein_coding
ENSBTAG00000001573	ENSBTAG00000012036	JMJD1C	HR	0.0120335044906296	1.25078035208781e-08	3	Vertebrata	protein_coding
ENSBTAG00000007196	ENSBTAG00000011207	TAGLN	CNN1	0.000995467726101521	7.96169637179971e-05	2	Vertebrata	protein_coding
ENSBTAG00000009459	ENSBTAG00000021669	MTCL1	SOGA1	1.92168112739592e-05	1.70497451990862e-30	3	Vertebrata	protein_coding
ENSBTAG00000012688	ENSBTAG00000006069	CAPSL	ENSBTAG00000006069	0.000636450277046026	2.79819900469833e-12	3	Vertebrata	protein_coding
ENSBTAG00000010500	ENSBTAG00000017996	ENSBTAG00000010500	ENSBTAG00000017996	3.84673473352802e-09	1.31850226506076e-11	4	Vertebrata	protein_coding
ENSBTAG00000016006	ENSBTAG00000002755	ANKRD11	ANKRD12	0.00018855304540583	8.39171721779672e-24	3	Vertebrata	protein_coding
ENSBTAG00000038306	ENSBTAG00000007228	CBX2	CBX7	7.7663648229214e-06	2.67222415876606e-21	2	Vertebrata	protein_coding
ENSBTAG00000009239	ENSBTAG00000002585	SLC16A10	SLC16A2	5.69945700143179e-10	7.65483217590042e-07	4	Vertebrata	protein_coding
ENSBTAG00000000987	ENSBTAG00000011336	OTOG	OTOGL	0.0159834326597194	1.19555349444563e-26	2	Vertebrata	protein_coding
ENSBTAG00000016529	ENSBTAG00000016263	SLC25A30	SLC25A14	3.75585608958431e-09	1.2427340970603e-28	2	Vertebrata	protein_coding
ENSBTAG00000002485	ENSBTAG00000009655	TNS1	TNS3	0.0240571264256437	5.18106128204199e-18	1	Vertebrata	protein_coding
ENSBTAG00000011187	ENSBTAG00000020041	ENSBTAG00000011187	FAM13B	0.000176025954843204	4.74648890463029e-31	3	Vertebrata	protein_coding
ENSBTAG00000019630	ENSBTAG00000004194	RGL1	RALGDS	1.52960597675828e-11	4.072884728899e-35	3	Vertebrata	protein_coding
ENSBTAG00000004322	ENSBTAG00000008182	FOS	FOSB	1.69115255373209e-14	1.79857340613897e-17	3	Vertebrata	protein_coding
ENSBTAG00000009654	ENSBTAG00000010769	LPAR1	GPR12	0.00317009296385992	0.0532141731603808	2	Vertebrata	protein_coding
ENSBTAG00000020394	ENSBTAG00000037765	TNFAIP8L2	TNFAIP8L1	0.00516932540553694	1.28497444930209e-13	2	Vertebrata	protein_coding
