	expressedTissues	Ensembl Gene ID	affectedTissues	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	type	propOfExpressedAffectedByeQTL
13133	19	ENSBTAG00000009836	3.0	21	57571704	57585058	1	SSD	0.15789473684210525
13134	19	ENSBTAG00000024957	0.0	6	34853388	35000312	1	SSD	0.0
13135	19	ENSBTAG00000031737	1.0	19	27112268	27114980	1	ohno	0.05263157894736842
13136	19	ENSBTAG00000002075	2.0	1	112478989	112595507	-1	ohno	0.10526315789473684
13137	19	ENSBTAG00000012031	1.0	4	113596444	113603315	-1	ohno	0.05263157894736842
13138	19	ENSBTAG00000012405	1.0	3	13938873	13959672	-1	ohno	0.05263157894736842
13139	19	ENSBTAG00000002089	2.0	23	50064704	50081070	1	SSD	0.10526315789473684
13140	19	ENSBTAG00000025402	0.0	12	35819236	35848643	-1	SSD	0.0
13141	19	ENSBTAG00000049114	1.0	18	56091047	56091574	1	singleton	0.05263157894736842
13142	19	ENSBTAG00000015058	0.0	13	55175303	55306529	-1	ohno	0.0
13143	19	ENSBTAG00000005184	1.0	13	73717980	73720596	-1	singleton	0.05263157894736842
13144	19	ENSBTAG00000017043	1.0	2	94507200	94552835	-1	SSD	0.05263157894736842
13145	19	ENSBTAG00000013841	2.0	1	1099127	1100145	-1	singleton	0.10526315789473684
13146	19	ENSBTAG00000011759	0.0	19	44658033	44665380	-1	ohno	0.0
13147	19	ENSBTAG00000005657	2.0	1	82918317	82920472	1	SSD	0.10526315789473684
13148	19	ENSBTAG00000013213	1.0	14	65332265	65339913	-1	ohno	0.05263157894736842
13149	19	ENSBTAG00000017260	1.0	5	89133571	89283293	-1	ohno	0.05263157894736842
13150	19	ENSBTAG00000047621	0.0	16	5146970	5149550	1	SSD	0.0
13151	19	ENSBTAG00000052665	1.0	25	36584417	36633899	-1	SSD	0.05263157894736842
13152	19	ENSBTAG00000048672	0.0	20	31440034	31441779	-1	SSD	0.0
13153	19	ENSBTAG00000051931	0.0	3	25331377	25332408	-1	SSD	0.0
13154	19	ENSBTAG00000005466	4.0	8	69902137	69905977	1	singleton	0.21052631578947367
13155	19	ENSBTAG00000007141	0.0	2	7839124	7933339	-1	SSD	0.0
13156	19	ENSBTAG00000050753	1.0	23	39806805	39807815	-1	SSD	0.05263157894736842
13157	19	ENSBTAG00000054655	0.0	1	87931209	87933194	1	SSD	0.0
13158	19	ENSBTAG00000006685	1.0	16	4550836	4555318	-1	SSD	0.05263157894736842
13159	19	ENSBTAG00000055144	1.0	17	40721416	40721841	1	SSD	0.05263157894736842
13160	19	ENSBTAG00000012465	0.0	18	12381319	12382827	1	SSD	0.0
13161	19	ENSBTAG00000012434	1.0	12	13339367	13682749	-1	SSD	0.05263157894736842
13162	19	ENSBTAG00000005133	0.0	8	63787511	63836341	-1	SSD	0.0
13163	19	ENSBTAG00000049104	0.0	21	34181656	34181985	1	singleton	0.0
13164	19	ENSBTAG00000015290	3.0	5	109861367	109891295	-1	ohno	0.15789473684210525
13165	18	ENSBTAG00000020731	1.0	15	63515385	63530238	1	SSD	0.05555555555555555
13166	18	ENSBTAG00000046148	1.0	19	22285426	22288707	-1	singleton	0.05555555555555555
13167	18	ENSBTAG00000054710	0.0	13	65975225	65976493	1	SSD	0.0
13168	18	ENSBTAG00000010178	1.0	8	36145265	36600302	1	ohno	0.05555555555555555
13169	18	ENSBTAG00000048526	0.0	13	72116681	72139578	1	SSD	0.0
13170	18	ENSBTAG00000052496	3.0	12	78130314	78245390	-1	SSD	0.16666666666666666
13171	18	ENSBTAG00000008197	1.0	7	15775449	15781166	-1	SSD	0.05555555555555555
13172	18	ENSBTAG00000049386	2.0	5	55853206	55853442	-1	SSD	0.1111111111111111
13173	18	ENSBTAG00000010610	0.0	6	24526441	24531397	1	ohno	0.0
13174	18	ENSBTAG00000017500	0.0	11	29914745	29963621	-1	SSD	0.0
13175	18	ENSBTAG00000002317	0.0	4	100885905	100995239	-1	SSD	0.0
13176	18	ENSBTAG00000019210	2.0	20	65388705	65842986	-1	ohno	0.1111111111111111
13177	18	ENSBTAG00000019002	1.0	9	72154434	72223405	-1	SSD	0.05555555555555555
13178	18	ENSBTAG00000003494	1.0	13	51791839	51961386	1	singleton	0.05555555555555555
13179	18	ENSBTAG00000011734	0.0	26	12533095	12542796	-1	ohno	0.0
13180	18	ENSBTAG00000018214	0.0	12	33338091	33343671	1	SSD	0.0
13181	18	ENSBTAG00000003938	2.0	9	95479831	95591689	1	SSD	0.1111111111111111
13182	18	ENSBTAG00000031764	0.0	13	54235833	54238433	-1	SSD	0.0
13183	18	ENSBTAG00000049870	3.0	15	44973439	44974377	-1	SSD	0.16666666666666666
13184	18	ENSBTAG00000003624	2.0	15	81931958	81933780	1	singleton	0.1111111111111111
13185	18	ENSBTAG00000048731	2.0	25	26658783	26660456	-1	SSD	0.1111111111111111
13186	18	ENSBTAG00000008113	0.0	11	79405644	79413111	1	ohno	0.0
13187	18	ENSBTAG00000005871	1.0	1	98280869	98347503	1	ohno	0.05555555555555555
13188	18	ENSBTAG00000013210	0.0	3	8303389	8311838	1	ohno	0.0
13189	18	ENSBTAG00000049340	0.0	17	67351968	67353110	-1	SSD	0.0
13190	18	ENSBTAG00000050863	1.0	21	68158286	68159309	1	singleton	0.05555555555555555
13191	18	ENSBTAG00000006031	1.0	7	90154320	90667809	1	SSD	0.05555555555555555
13192	18	ENSBTAG00000016478	0.0	7	21265619	21267397	1	SSD	0.0
13193	18	ENSBTAG00000004951	0.0	15	22228101	22232777	1	singleton	0.0
13194	18	ENSBTAG00000050818	0.0	28	13102176	13103420	-1	SSD	0.0
13195	18	ENSBTAG00000018724	0.0	16	51815209	51819141	-1	singleton	0.0
13196	18	ENSBTAG00000017431	2.0	2	118714413	118715459	-1	SSD	0.1111111111111111
13197	18	ENSBTAG00000013918	1.0	6	77075369	77651502	1	ohno	0.05555555555555555
13198	18	ENSBTAG00000026088	2.0	5	44365581	44371561	-1	SSD	0.1111111111111111
13199	18	ENSBTAG00000021386	0.0	3	82994335	83003679	-1	SSD	0.0
13200	18	ENSBTAG00000006563	1.0	22	14817159	14824510	1	ohno	0.05555555555555555
13201	18	ENSBTAG00000050536	5.0	18	62917599	62924121	1	SSD	0.2777777777777778
13202	18	ENSBTAG00000036222	2.0	13	10941571	10945554	-1	ohno	0.1111111111111111
13203	18	ENSBTAG00000021844	1.0	21	41526381	41540316	1	SSD	0.05555555555555555
13204	18	ENSBTAG00000044027	3.0	12	77891049	78126514	1	ohno	0.16666666666666666
13205	18	ENSBTAG00000003919	0.0	9	23829766	23859383	1	singleton	0.0
13206	18	ENSBTAG00000047402	1.0	28	43393567	43397864	-1	singleton	0.05555555555555555
13207	18	ENSBTAG00000018603	0.0	21	13980386	14030897	1	ohno	0.0
13208	18	ENSBTAG00000013867	0.0	3	110769753	110827938	1	ohno	0.0
13209	18	ENSBTAG00000005635	0.0	24	32560390	32575991	-1	ohno	0.0
13210	18	ENSBTAG00000020869	1.0	4	5336436	5441308	1	SSD	0.05555555555555555
13211	18	ENSBTAG00000009911	2.0	10	59982866	60004776	1	SSD	0.1111111111111111
13212	18	ENSBTAG00000009772	1.0	7	96536559	96592167	-1	ohno	0.05555555555555555
13213	18	ENSBTAG00000009620	0.0	9	103347250	103470312	-1	SSD	0.0
13214	18	ENSBTAG00000016826	0.0	10	35455221	35579809	-1	ohno	0.0
13215	18	ENSBTAG00000012088	1.0	5	115888383	115968965	1	ohno	0.05555555555555555
13216	18	ENSBTAG00000015129	1.0	18	56989036	56995008	-1	SSD	0.05555555555555555
13217	18	ENSBTAG00000013498	2.0	12	16775264	16842147	-1	ohno	0.1111111111111111
13218	18	ENSBTAG00000053987	0.0	10	4120471	4121550	1	SSD	0.0
13219	18	ENSBTAG00000016741	2.0	13	72414396	72567739	1	ohno	0.1111111111111111
13220	18	ENSBTAG00000018206	1.0	14	65960510	66051049	1	ohno	0.05555555555555555
13221	18	ENSBTAG00000016359	1.0	7	101269347	101354602	-1	SSD	0.05555555555555555
13222	18	ENSBTAG00000021127	2.0	8	53465620	53665709	-1	SSD	0.1111111111111111
13223	18	ENSBTAG00000013492	5.0	2	106786779	106794751	-1	ohno	0.2777777777777778
13224	18	ENSBTAG00000012541	1.0	25	21401701	21406270	1	ohno	0.05555555555555555
13225	18	ENSBTAG00000005606	0.0	5	26029920	26032423	-1	ohno	0.0
13226	18	ENSBTAG00000008778	3.0	22	60452539	60459537	-1	ohno	0.16666666666666666
13227	18	ENSBTAG00000002997	0.0	8	25327872	25821153	-1	ohno	0.0
13228	18	ENSBTAG00000049701	0.0	7	20498136	20509455	1	singleton	0.0
13229	18	ENSBTAG00000026580	2.0	9	62865870	62866967	-1	ohno	0.1111111111111111
13230	18	ENSBTAG00000051867	0.0	13	22096931	22099283	-1	singleton	0.0
13231	18	ENSBTAG00000015086	0.0	16	73564739	73634329	-1	SSD	0.0
13232	18	ENSBTAG00000009080	0.0	2	36097616	36247251	1	ohno	0.0
13233	18	ENSBTAG00000018833	1.0	17	64019338	64092372	1	SSD	0.05555555555555555
13234	18	ENSBTAG00000053015	2.0	21	34740311	34743331	1	SSD	0.1111111111111111
13235	18	ENSBTAG00000016192	1.0	2	95031780	95064408	-1	ohno	0.05555555555555555
13236	18	ENSBTAG00000005433	1.0	22	17852252	17874641	1	singleton	0.05555555555555555
13237	18	ENSBTAG00000030259	2.0	7	80980518	81243270	1	SSD	0.1111111111111111
13238	18	ENSBTAG00000013227	0.0	14	19941415	19945016	-1	ohno	0.0
13239	18	ENSBTAG00000039028	5.0	13	73547863	73555170	1	SSD	0.2777777777777778
13240	18	ENSBTAG00000047468	1.0	3	2713574	2806763	1	ohno	0.05555555555555555
13241	18	ENSBTAG00000022379	1.0	29	28226459	28231658	-1	SSD	0.05555555555555555
13242	18	ENSBTAG00000002915	0.0	9	53021359	53022618	1	ohno	0.0
13243	18	ENSBTAG00000045625	0.0	25	1975362	1978173	1	ohno	0.0
13244	18	ENSBTAG00000005748	0.0	14	22229596	22232109	1	ohno	0.0
13245	18	ENSBTAG00000030179	1.0	5	119917200	119927553	1	ohno	0.05555555555555555
13246	18	ENSBTAG00000055183	5.0	8	60215210	60215554	1	singleton	0.2777777777777778
13247	18	ENSBTAG00000013980	3.0	6	44387091	44393158	1	SSD	0.16666666666666666
13248	18	ENSBTAG00000021588	0.0	2	111768890	111774486	-1	singleton	0.0
13249	18	ENSBTAG00000010875	0.0	6	104281506	104285802	-1	SSD	0.0
13250	18	ENSBTAG00000018497	2.0	2	80481033	80494572	-1	SSD	0.1111111111111111
13251	18	ENSBTAG00000009076	2.0	11	13623423	13744471	1	ohno	0.1111111111111111
13252	18	ENSBTAG00000019297	1.0	26	36464990	36696529	-1	SSD	0.05555555555555555
13253	18	ENSBTAG00000051290	1.0	29	18299775	18301277	-1	SSD	0.05555555555555555
13254	18	ENSBTAG00000030882	1.0	18	52866318	52879994	1	SSD	0.05555555555555555
13255	18	ENSBTAG00000009226	0.0	23	9192525	9224847	1	ohno	0.0
13256	18	ENSBTAG00000014969	1.0	7	3782380	3791397	-1	singleton	0.05555555555555555
13257	18	ENSBTAG00000020264	2.0	16	37060066	37075789	-1	singleton	0.1111111111111111
13258	18	ENSBTAG00000021938	1.0	19	31200392	31360769	1	ohno	0.05555555555555555
13259	18	ENSBTAG00000054278	7.0	29	26502103	26506091	1	SSD	0.3888888888888889
13260	18	ENSBTAG00000010677	1.0	6	60224068	60573254	1	ohno	0.05555555555555555
13261	18	ENSBTAG00000019021	0.0	17	35728366	35800211	1	ohno	0.0
13262	18	ENSBTAG00000021576	0.0	16	80548214	80576112	1	ohno	0.0
13263	18	ENSBTAG00000008913	3.0	19	17287825	17300526	-1	singleton	0.16666666666666666
13264	18	ENSBTAG00000016627	0.0	9	40037421	40109999	1	ohno	0.0
13265	18	ENSBTAG00000054623	1.0	19	37866942	37873591	1	SSD	0.05555555555555555
13266	18	ENSBTAG00000046193	1.0	23	4249733	4261772	1	singleton	0.05555555555555555
13267	18	ENSBTAG00000051102	1.0	11	72840611	72879668	-1	SSD	0.05555555555555555
13268	18	ENSBTAG00000020223	1.0	3	9474927	9484746	-1	ohno	0.05555555555555555
13269	18	ENSBTAG00000008614	8.0	18	55855244	55879473	1	SSD	0.4444444444444444
13270	18	ENSBTAG00000053911	0.0	9	14662145	14662321	-1	singleton	0.0
13271	18	ENSBTAG00000048433	1.0	16	47112287	47113760	1	singleton	0.05555555555555555
13272	18	ENSBTAG00000003313	0.0	16	45439406	45457866	1	SSD	0.0
13273	18	ENSBTAG00000021685	2.0	13	54151514	54159711	1	ohno	0.1111111111111111
13274	18	ENSBTAG00000008537	0.0	8	75767849	75827099	-1	SSD	0.0
13275	18	ENSBTAG00000033292	1.0	5	26686615	26694323	1	ohno	0.05555555555555555
13276	18	ENSBTAG00000034373	0.0	18	9350020	10154230	1	ohno	0.0
13277	18	ENSBTAG00000024115	1.0	3	104816227	104836692	-1	ohno	0.05555555555555555
13278	18	ENSBTAG00000002430	0.0	26	24591192	24638064	-1	ohno	0.0
13279	18	ENSBTAG00000031160	1.0	17	70949587	70953164	1	SSD	0.05555555555555555
13280	18	ENSBTAG00000020243	0.0	8	99929908	100106553	-1	SSD	0.0
13281	18	ENSBTAG00000034154	0.0	4	23557610	23947179	-1	SSD	0.0
13282	18	ENSBTAG00000013369	1.0	14	81512830	81729606	1	ohno	0.05555555555555555
13283	18	ENSBTAG00000054702	1.0	21	277312	278957	1	SSD	0.05555555555555555
13284	18	ENSBTAG00000040521	0.0	19	36526611	36543419	1	SSD	0.0
13285	18	ENSBTAG00000012467	3.0	1	80006310	80074215	1	ohno	0.16666666666666666
13286	18	ENSBTAG00000012393	4.0	28	45757443	45768564	1	SSD	0.2222222222222222
13287	18	ENSBTAG00000044204	1.0	19	48132030	48135645	-1	SSD	0.05555555555555555
13288	18	ENSBTAG00000045581	2.0	18	60378959	60389389	-1	SSD	0.1111111111111111
13289	18	ENSBTAG00000002936	2.0	11	100059513	100110784	1	ohno	0.1111111111111111
13290	18	ENSBTAG00000005670	4.0	2	135893247	135911229	1	ohno	0.2222222222222222
13291	18	ENSBTAG00000008240	2.0	1	153179306	153226107	1	SSD	0.1111111111111111
13292	18	ENSBTAG00000006366	0.0	10	20800020	20809340	-1	ohno	0.0
13293	18	ENSBTAG00000047596	0.0	11	72502083	72503279	1	singleton	0.0
13294	18	ENSBTAG00000054222	0.0	29	22033272	22039502	1	SSD	0.0
13295	18	ENSBTAG00000017183	0.0	27	15712971	15743960	-1	ohno	0.0
13296	18	ENSBTAG00000000745	1.0	4	65433649	65447871	-1	ohno	0.05555555555555555
13297	18	ENSBTAG00000033515	0.0	23	4026788	4168687	1	SSD	0.0
13298	18	ENSBTAG00000009396	1.0	16	34954133	35000907	-1	SSD	0.05555555555555555
13299	18	ENSBTAG00000050072	6.0	11	98685584	98686780	-1	SSD	0.3333333333333333
13300	18	ENSBTAG00000018430	0.0	4	43815426	43913447	1	singleton	0.0
13301	18	ENSBTAG00000011940	0.0	13	57147352	57251774	-1	ohno	0.0
13302	18	ENSBTAG00000013173	2.0	5	112960110	112979720	1	ohno	0.1111111111111111
13303	18	ENSBTAG00000009256	1.0	2	15083908	15176065	-1	ohno	0.05555555555555555
13304	18	ENSBTAG00000033657	0.0	9	32590637	32757496	-1	SSD	0.0
13305	18	ENSBTAG00000020205	1.0	10	8336670	8590336	1	ohno	0.05555555555555555
13306	18	ENSBTAG00000014370	2.0	18	15485075	15548896	-1	ohno	0.1111111111111111
13307	18	ENSBTAG00000023784	0.0	16	51119142	51122449	-1	singleton	0.0
13308	18	ENSBTAG00000000257	2.0	9	65275990	65339737	-1	singleton	0.1111111111111111
13309	18	ENSBTAG00000017540	1.0	28	14884139	15019591	-1	ohno	0.05555555555555555
13310	18	ENSBTAG00000049178	12.0	18	63165062	63168770	1	SSD	0.6666666666666666
13311	18	ENSBTAG00000008129	4.0	5	103220647	103250646	-1	ohno	0.2222222222222222
13312	18	ENSBTAG00000006457	0.0	25	27543234	27544133	1	singleton	0.0
13313	18	ENSBTAG00000006762	0.0	7	57146803	57275413	1	SSD	0.0
13314	18	ENSBTAG00000045981	1.0	7	20954134	20954730	1	ohno	0.05555555555555555
13315	18	ENSBTAG00000012692	6.0	3	33690892	33731268	-1	SSD	0.3333333333333333
13316	18	ENSBTAG00000002081	0.0	6	29373117	29593444	-1	ohno	0.0
13317	18	ENSBTAG00000011836	1.0	8	84044974	84052939	-1	SSD	0.05555555555555555
13318	18	ENSBTAG00000048493	1.0	1	91436009	92436553	-1	SSD	0.05555555555555555
13319	18	ENSBTAG00000048850	1.0	13	7552589	7651153	1	SSD	0.05555555555555555
13320	18	ENSBTAG00000013263	0.0	4	68945977	68948264	1	ohno	0.0
13321	18	ENSBTAG00000033076	0.0	8	50870453	50910988	-1	ohno	0.0
13322	18	ENSBTAG00000014179	1.0	13	74766798	74795844	1	ohno	0.05555555555555555
13323	18	ENSBTAG00000048762	0.0	11	49970876	49971907	1	SSD	0.0
13324	18	ENSBTAG00000048365	3.0	5	116230309	116284408	-1	SSD	0.16666666666666666
13325	18	ENSBTAG00000052514	7.0	5	99380663	99387873	-1	SSD	0.3888888888888889
13326	18	ENSBTAG00000009851	0.0	1	26116520	26265576	-1	ohno	0.0
13327	18	ENSBTAG00000017335	0.0	6	115437171	115444800	-1	SSD	0.0
13328	18	ENSBTAG00000018125	2.0	2	47212782	47368935	-1	ohno	0.1111111111111111
13329	18	ENSBTAG00000050914	1.0	1	9868852	10011696	1	singleton	0.05555555555555555
13330	18	ENSBTAG00000010961	0.0	7	23244080	23265677	-1	singleton	0.0
13331	18	ENSBTAG00000022564	3.0	13	43616999	43626832	1	SSD	0.16666666666666666
13332	18	ENSBTAG00000006432	3.0	2	111212142	111215329	1	singleton	0.16666666666666666
13333	18	ENSBTAG00000034192	0.0	2	90611066	90737262	1	singleton	0.0
13334	18	ENSBTAG00000006128	1.0	3	101207678	101208337	1	SSD	0.05555555555555555
13335	18	ENSBTAG00000055315	11.0	8	102574538	102575815	1	SSD	0.6111111111111112
13336	18	ENSBTAG00000007492	0.0	11	104418528	104449657	1	SSD	0.0
13337	18	ENSBTAG00000027513	3.0	6	88946402	88948465	1	SSD	0.16666666666666666
13338	18	ENSBTAG00000038700	1.0	2	112489090	112502288	-1	ohno	0.05555555555555555
13339	18	ENSBTAG00000019595	2.0	20	35967736	36272653	-1	SSD	0.1111111111111111
13340	18	ENSBTAG00000013732	2.0	4	89019866	89037983	-1	ohno	0.1111111111111111
13341	18	ENSBTAG00000034555	0.0	11	45895955	45896826	-1	SSD	0.0
13342	18	ENSBTAG00000021325	3.0	2	115812583	115843935	-1	ohno	0.16666666666666666
13343	18	ENSBTAG00000016800	2.0	10	62638620	62697268	-1	ohno	0.1111111111111111
13344	18	ENSBTAG00000046763	0.0	22	42723923	42814196	1	ohno	0.0
13345	18	ENSBTAG00000004063	2.0	21	59460078	59465438	-1	SSD	0.1111111111111111
13346	18	ENSBTAG00000006896	1.0	19	61493353	61539725	1	SSD	0.05555555555555555
13347	18	ENSBTAG00000020450	1.0	18	57436472	57437754	-1	SSD	0.05555555555555555
13348	18	ENSBTAG00000048414	0.0	13	52164355	52165256	-1	singleton	0.0
13349	18	ENSBTAG00000009230	1.0	11	245530	303203	-1	ohno	0.05555555555555555
13350	18	ENSBTAG00000002853	0.0	18	55653320	55661187	-1	singleton	0.0
13351	18	ENSBTAG00000046396	2.0	24	39306369	39308904	-1	SSD	0.1111111111111111
13352	18	ENSBTAG00000009945	0.0	25	1739999	1741537	-1	SSD	0.0
13353	18	ENSBTAG00000004407	0.0	16	68370670	68640645	-1	ohno	0.0
13354	18	ENSBTAG00000051910	1.0	20	30504441	30601752	1	SSD	0.05555555555555555
13355	18	ENSBTAG00000046374	0.0	29	9119720	9120241	-1	SSD	0.0
13356	18	ENSBTAG00000007169	2.0	19	24528313	24545951	-1	ohno	0.1111111111111111
13357	18	ENSBTAG00000023407	4.0	1	139747766	139748825	1	SSD	0.2222222222222222
13358	18	ENSBTAG00000025775	1.0	7	5325748	5327331	1	singleton	0.05555555555555555
13359	18	ENSBTAG00000005055	0.0	6	66757241	66815481	-1	ohno	0.0
13360	18	ENSBTAG00000008363	1.0	10	36677942	36704017	-1	SSD	0.05555555555555555
13361	18	ENSBTAG00000046902	0.0	17	24091849	24092961	1	SSD	0.0
13362	18	ENSBTAG00000005353	1.0	2	107351796	107358964	1	ohno	0.05555555555555555
13363	18	ENSBTAG00000008479	4.0	6	92284631	92291191	1	SSD	0.2222222222222222
13364	18	ENSBTAG00000046440	1.0	6	8273766	8274902	1	ohno	0.05555555555555555
13365	18	ENSBTAG00000002965	0.0	11	2518213	2526093	-1	ohno	0.0
13366	18	ENSBTAG00000053778	1.0	9	82095759	82097096	-1	SSD	0.05555555555555555
13367	18	ENSBTAG00000043993	2.0	1	2749168	2768577	1	singleton	0.1111111111111111
13368	18	ENSBTAG00000044185	0.0	15	35833980	36542301	1	SSD	0.0
13369	18	ENSBTAG00000013338	4.0	18	43263397	43296804	-1	SSD	0.2222222222222222
13370	18	ENSBTAG00000055116	1.0	2	132108831	132109847	-1	SSD	0.05555555555555555
13371	18	ENSBTAG00000053103	1.0	3	18619535	18627090	1	singleton	0.05555555555555555
13372	18	ENSBTAG00000017200	2.0	10	75470506	75564630	1	SSD	0.1111111111111111
13373	18	ENSBTAG00000013064	0.0	16	13120960	13151798	-1	ohno	0.0
13374	18	ENSBTAG00000051439	1.0	7	20569599	20579152	-1	SSD	0.05555555555555555
13375	18	ENSBTAG00000016765	5.0	25	36087990	36091646	1	singleton	0.2777777777777778
13376	18	ENSBTAG00000021283	0.0	11	86784119	86786428	-1	ohno	0.0
13377	18	ENSBTAG00000033221	1.0	20	31770817	31811825	-1	singleton	0.05555555555555555
13378	18	ENSBTAG00000048974	0.0	6	116923469	116925666	1	SSD	0.0
13379	18	ENSBTAG00000023374	4.0	18	55377395	55381389	-1	SSD	0.2222222222222222
13380	18	ENSBTAG00000004824	2.0	11	48518871	48654804	1	ohno	0.1111111111111111
13381	18	ENSBTAG00000049524	0.0	1	58125957	58131730	-1	singleton	0.0
13382	18	ENSBTAG00000013336	1.0	13	75584898	75761781	1	ohno	0.05555555555555555
13383	18	ENSBTAG00000019504	0.0	13	50910836	50932861	1	ohno	0.0
13384	18	ENSBTAG00000024340	0.0	4	67204660	67207092	1	SSD	0.0
13385	18	ENSBTAG00000024000	1.0	11	49082202	49126498	-1	SSD	0.05555555555555555
13386	18	ENSBTAG00000050840	1.0	7	52317358	52352399	1	SSD	0.05555555555555555
13387	18	ENSBTAG00000054660	6.0	21	49137418	49139052	-1	SSD	0.3333333333333333
13388	18	ENSBTAG00000000476	0.0	1	82816651	82821567	1	singleton	0.0
13389	18	ENSBTAG00000005247	2.0	8	76429785	76773898	-1	ohno	0.1111111111111111
13390	18	ENSBTAG00000011185	0.0	21	7418429	7576775	1	SSD	0.0
13391	18	ENSBTAG00000049109	0.0	25	3834664	3837555	-1	singleton	0.0
13392	18	ENSBTAG00000003078	0.0	9	34539776	34547373	1	ohno	0.0
13393	18	ENSBTAG00000017537	1.0	13	77588007	77640794	-1	ohno	0.05555555555555555
13394	18	ENSBTAG00000003165	0.0	22	36760610	36922968	1	ohno	0.0
13395	18	ENSBTAG00000010085	0.0	27	19719908	19745898	-1	ohno	0.0
13396	18	ENSBTAG00000015118	3.0	23	10187681	10245704	1	ohno	0.16666666666666666
13397	18	ENSBTAG00000007383	1.0	24	31380664	31692928	1	ohno	0.05555555555555555
13398	18	ENSBTAG00000031348	1.0	22	53413330	53431445	-1	SSD	0.05555555555555555
13399	18	ENSBTAG00000050454	0.0	5	89490478	89495479	-1	singleton	0.0
13400	18	ENSBTAG00000001903	2.0	11	86644113	86651190	-1	SSD	0.1111111111111111
13401	18	ENSBTAG00000015358	1.0	8	91142800	91232552	-1	ohno	0.05555555555555555
13402	18	ENSBTAG00000005164	0.0	20	24073111	24083959	-1	SSD	0.0
13403	18	ENSBTAG00000021557	3.0	18	55335379	55336413	1	SSD	0.16666666666666666
13404	18	ENSBTAG00000005094	1.0	27	15622186	15644508	-1	SSD	0.05555555555555555
13405	18	ENSBTAG00000001136	1.0	3	34200677	34215659	-1	ohno	0.05555555555555555
13406	18	ENSBTAG00000021092	6.0	14	76530194	76586635	-1	ohno	0.3333333333333333
13407	18	ENSBTAG00000003682	2.0	15	53393791	53406519	1	SSD	0.1111111111111111
13408	18	ENSBTAG00000021057	0.0	18	62106899	62110115	-1	singleton	0.0
13409	18	ENSBTAG00000052269	1.0	28	28273028	28275146	1	SSD	0.05555555555555555
13410	18	ENSBTAG00000012514	0.0	3	93157902	93175464	-1	ohno	0.0
13411	18	ENSBTAG00000009769	0.0	3	84166845	84167252	-1	SSD	0.0
13412	18	ENSBTAG00000024772	1.0	25	35784530	35789573	-1	ohno	0.05555555555555555
13413	18	ENSBTAG00000016043	0.0	5	103602565	103609014	-1	SSD	0.0
13414	18	ENSBTAG00000048983	1.0	17	5007893	5022532	1	singleton	0.05555555555555555
13415	18	ENSBTAG00000010798	1.0	7	50647652	50660051	-1	ohno	0.05555555555555555
13416	18	ENSBTAG00000030686	0.0	3	80586058	80721387	-1	ohno	0.0
13417	18	ENSBTAG00000004741	1.0	7	70893041	70912103	-1	singleton	0.05555555555555555
13418	18	ENSBTAG00000051330	3.0	5	102009961	102067015	1	SSD	0.16666666666666666
13419	18	ENSBTAG00000033367	5.0	9	39796263	39813956	1	ohno	0.2777777777777778
13420	18	ENSBTAG00000008101	0.0	8	51911490	52419336	1	ohno	0.0
13421	18	ENSBTAG00000022779	0.0	12	10641503	10665121	-1	SSD	0.0
13422	18	ENSBTAG00000052707	1.0	10	46308841	46319176	1	singleton	0.05555555555555555
13423	18	ENSBTAG00000048417	1.0	1	88714019	88714485	-1	SSD	0.05555555555555555
13424	18	ENSBTAG00000051625	0.0	16	75556041	75557325	1	singleton	0.0
13425	18	ENSBTAG00000020056	2.0	9	14663442	14776366	-1	ohno	0.1111111111111111
13426	18	ENSBTAG00000020573	1.0	15	43499994	43568212	1	ohno	0.05555555555555555
13427	18	ENSBTAG00000001862	0.0	7	57796185	58305705	-1	ohno	0.0
13428	18	ENSBTAG00000007324	0.0	15	70398888	70400810	-1	ohno	0.0
13429	18	ENSBTAG00000025136	1.0	7	62030519	62047672	1	SSD	0.05555555555555555
13430	18	ENSBTAG00000009461	0.0	25	34222298	34254742	-1	SSD	0.0
13431	18	ENSBTAG00000045879	0.0	9	34209954	34214541	-1	SSD	0.0
13432	18	ENSBTAG00000018404	0.0	26	6899619	8313722	-1	SSD	0.0
13433	18	ENSBTAG00000013429	0.0	7	16561209	16564690	-1	SSD	0.0
13434	18	ENSBTAG00000001099	0.0	5	103746808	103750911	1	singleton	0.0
13435	18	ENSBTAG00000021904	0.0	21	68658629	68701100	1	ohno	0.0
13436	18	ENSBTAG00000002878	1.0	1	82803353	82813103	-1	SSD	0.05555555555555555
13437	18	ENSBTAG00000009835	2.0	19	36102387	36164028	-1	ohno	0.1111111111111111
13438	18	ENSBTAG00000015198	0.0	1	131015352	131071635	1	ohno	0.0
13439	18	ENSBTAG00000009266	1.0	24	7301497	7359786	1	SSD	0.05555555555555555
13440	18	ENSBTAG00000011562	1.0	26	51855015	51927423	-1	ohno	0.05555555555555555
13441	18	ENSBTAG00000013680	0.0	19	27364091	27369121	1	ohno	0.0
13442	18	ENSBTAG00000000648	1.0	1	9440973	9491324	1	ohno	0.05555555555555555
13443	18	ENSBTAG00000010907	0.0	5	25506716	25515565	1	SSD	0.0
13444	18	ENSBTAG00000015470	1.0	3	33968205	33981459	-1	ohno	0.05555555555555555
