	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	propOfExpressedAffectedByeQTL	CNV
17494	ENSG00000158859	11.0	48	1	161154098	161168846	-1	0.22916666666666666	N
17495	ENSG00000108840	9.0	48	17	42154114	42201070	-1	0.1875	N
17496	ENSG00000158864	48.0	48	1	161166894	161184185	1	1.0	N
17497	ENSG00000158869	48.0	48	1	161185024	161190489	1	1.0	N
17498	ENSG00000158874	4.0	47	1	161192082	161193421	-1	0.0851063829787234	N
17499	ENSG00000158882	25.0	48	1	161195793	161200408	1	0.5208333333333334	N
17500	ENSG00000148481	5.0	48	10	15820169	15902519	-1	0.10416666666666667	N
17501	ENSG00000061938	48.0	48	3	195590235	195638816	-1	1.0	Y
17502	ENSG00000143257	9.0	48	1	161199456	161208092	-1	0.1875	N
17503	ENSG00000248485	41.0	48	1	161228517	161255240	1	0.8541666666666666	N
17504	ENSG00000158887	18.0	48	1	161274525	161279762	-1	0.375	N
17505	ENSG00000143252	14.0	48	1	161284047	161332984	1	0.2916666666666667	N
17506	ENSG00000188931	47.0	48	1	161334521	161337664	-1	0.9791666666666666	N
17507	ENSG00000143226	19.0	48	1	161475220	161493803	1	0.3958333333333333	Y
17508	ENSG00000173110	24.0	48	1	161494036	161496681	1	0.5	Y
17509	ENSG00000115310	48.0	48	2	55199325	55339757	-1	1.0	Y
17510	ENSG00000203747	13.0	48	1	161511549	161600917	-1	0.2708333333333333	Y
17511	ENSG00000072694	46.0	47	1	161551101	161648444	1	0.9787234042553191	Y
17512	ENSG00000162747	48.0	48	1	161592986	161601753	-1	1.0	Y
17513	ENSG00000136045	45.0	48	12	108079509	108106944	1	0.9375	N
17514	ENSG00000165983	48.0	48	10	16478942	16555736	1	1.0	N
17515	ENSG00000125319	1.0	48	17	42219274	42239844	1	0.020833333333333332	N
17516	ENSG00000132185	14.0	39	1	161676762	161684142	1	0.358974358974359	N
17517	ENSG00000162746	48.0	48	1	161691353	161697933	1	1.0	N
17518	ENSG00000081721	43.0	48	1	161719548	161727028	1	0.8958333333333334	N
17519	ENSG00000072274	10.0	48	3	195754054	195809060	-1	0.20833333333333334	Y
17520	ENSG00000118217	48.0	48	1	161736084	161933860	1	1.0	N
17521	ENSG00000165985	43.0	48	10	16555742	16564004	-1	0.8958333333333334	N
17522	ENSG00000110851	48.0	48	12	108126643	108155049	-1	1.0	N
17523	ENSG00000162745	16.0	48	1	161952982	161993644	-1	0.3333333333333333	N
17524	ENSG00000148484	48.0	48	10	16632610	16859527	-1	1.0	Y
17525	ENSG00000198929	33.0	46	1	162039564	162353321	1	0.717391304347826	Y
17526	ENSG00000161664	44.0	48	17	42247815	42256451	1	0.9166666666666666	Y
17527	ENSG00000239887	46.0	47	1	162336698	162356600	1	0.9787234042553191	Y
17528	ENSG00000171722	6.0	41	1	162342993	162346660	-1	0.14634146341463414	N
17529	ENSG00000198574	26.0	41	1	162365056	162381928	-1	0.6341463414634146	N
17530	ENSG00000152332	10.0	48	1	162467041	162499419	1	0.20833333333333334	N
17531	ENSG00000117143	9.0	48	1	162531323	162569627	1	0.1875	N
17532	ENSG00000168591	2.0	48	17	42264338	42269099	1	0.041666666666666664	Y
17533	ENSG00000162733	36.0	48	1	162601163	162757190	1	0.75	N
17534	ENSG00000075035	24.0	44	12	108523248	108644314	1	0.5454545454545454	Y
17535	ENSG00000132196	48.0	48	1	162760492	162782607	1	1.0	N
17536	ENSG00000185860	26.0	26	1	162794248	162838605	-1	1.0	N
17537	ENSG00000117152	9.0	46	1	163038565	163046592	1	0.1956521739130435	N
17538	ENSG00000143248	44.0	48	1	163080911	163291577	-1	0.9166666666666666	N
17539	ENSG00000162994	48.0	48	2	55401927	55459699	-1	1.0	Y
17540	ENSG00000143228	48.0	48	1	163236366	163325554	1	1.0	N
17541	ENSG00000107611	47.0	47	10	16865963	17171830	-1	1.0	Y
17542	ENSG00000185630	15.0	47	1	164524821	164868533	1	0.3191489361702128	Y
17543	ENSG00000162761	2.0	29	1	165171104	165325952	-1	0.06896551724137931	Y
17544	ENSG00000143171	17.0	45	1	165370159	165414433	-1	0.37777777777777777	N
17545	ENSG00000162763	9.0	11	1	165513244	165533198	1	0.8181818181818182	N
17546	ENSG00000174600	10.0	48	12	108681821	108733118	-1	0.20833333333333334	N
17547	ENSG00000143198	48.0	48	1	165600098	165631033	1	1.0	Y
17548	ENSG00000143149	48.0	48	1	165631453	165668100	-1	1.0	N
17549	ENSG00000163958	25.0	46	3	195924320	195938308	-1	0.5434782608695652	Y
17550	ENSG00000198855	13.0	48	12	108908962	108919614	1	0.2708333333333333	N
17551	ENSG00000143183	42.0	48	1	165696032	165796992	-1	0.875	Y
17552	ENSG00000163959	48.0	48	3	195938358	195970049	1	1.0	Y
17553	ENSG00000143179	15.0	48	1	165796768	165880855	1	0.3125	N
17554	ENSG00000188859	27.0	47	1	166026674	166136206	-1	0.574468085106383	N
17555	ENSG00000143157	30.0	48	1	166808681	166825581	1	0.625	N
17556	ENSG00000152382	48.0	48	1	166825747	166845564	-1	1.0	N
17557	ENSG00000075856	28.0	48	12	108916357	108955176	-1	0.5833333333333334	N
17558	ENSG00000143195	43.0	45	1	166882443	166944719	-1	0.9555555555555556	N
17559	ENSG00000143947	47.0	48	2	55459039	55462989	1	0.9791666666666666	Y
17560	ENSG00000143194	42.0	42	1	166958346	166991451	1	1.0	N
17561	ENSG00000143167	21.0	37	1	167022073	167059868	-1	0.5675675675675675	N
17562	ENSG00000198842	15.0	38	1	167063282	167098402	1	0.39473684210526316	Y
17563	ENSG00000108312	13.0	48	17	42282401	42298994	-1	0.2708333333333333	Y
17564	ENSG00000143190	2.0	48	1	167190066	167396582	1	0.041666666666666664	N
17565	ENSG00000198821	44.0	47	1	167399877	167487847	-1	0.9361702127659575	Y
17566	ENSG00000143162	48.0	48	1	167498914	167523004	-1	1.0	N
17567	ENSG00000107614	48.0	48	10	17184253	17244053	-1	1.0	Y
17568	ENSG00000198771	47.0	48	1	167599330	167675486	1	0.9791666666666666	N
17569	ENSG00000197965	39.0	48	1	167690429	167761156	1	0.8125	N
17570	ENSG00000161217	44.0	48	3	195941093	196014828	-1	0.9166666666666666	Y
17571	ENSG00000143199	37.0	44	1	167778625	167883453	-1	0.8409090909090909	Y
17572	ENSG00000143158	47.0	48	1	167885967	167906278	-1	0.9791666666666666	N
17573	ENSG00000085760	48.0	48	2	55463731	55496483	-1	1.0	Y
17574	ENSG00000143164	46.0	48	1	167905021	168045081	1	0.9583333333333334	Y
17575	ENSG00000213123	48.0	48	3	196018090	196045170	-1	1.0	N
17576	ENSG00000143147	47.0	48	1	168053997	168106821	-1	0.9791666666666666	Y
17577	ENSG00000143155	48.0	48	1	168148171	168169950	1	1.0	N
17578	ENSG00000213064	42.0	48	1	168195176	168222263	1	0.875	N
17579	ENSG00000143178	48.0	48	1	168250278	168283664	1	1.0	N
17580	ENSG00000143185	28.0	28	1	168510003	168513235	-1	1.0	N
17581	ENSG00000143184	41.0	45	1	168545711	168551315	1	0.9111111111111111	Y
17582	ENSG00000143196	48.0	48	1	168664697	168698502	-1	1.0	N
17583	ENSG00000143153	48.0	48	1	169074935	169101960	1	1.0	N
17584	ENSG00000143156	48.0	48	1	169101769	169337205	-1	1.0	Y
17585	ENSG00000117475	33.0	48	1	169337208	169365778	1	0.6875	N
17586	ENSG00000117477	48.0	48	1	169364108	169429907	-1	1.0	Y
17587	ENSG00000117479	47.0	48	1	169433147	169455241	-1	0.9791666666666666	Y
17588	ENSG00000198734	31.0	46	1	169483404	169555826	-1	0.6739130434782609	N
17589	ENSG00000115355	40.0	48	2	55514978	55647057	-1	0.8333333333333334	Y
17590	ENSG00000174175	23.0	40	1	169558087	169599431	-1	0.575	N
17591	ENSG00000000460	47.0	48	1	169631245	169823221	1	0.9791666666666666	Y
17592	ENSG00000145107	26.0	27	3	196046213	196065374	-1	0.9629629629629629	Y
17593	ENSG00000188404	37.0	48	1	169659808	169680839	-1	0.7708333333333334	N
17594	ENSG00000136003	43.0	48	12	108956358	108963160	1	0.8958333333333334	N
17595	ENSG00000007908	30.0	45	1	169691781	169733846	-1	0.6666666666666666	Y
17596	ENSG00000163960	4.0	48	3	196074533	196159345	-1	0.08333333333333333	Y
17597	ENSG00000171806	48.0	48	1	169761670	169764107	-1	1.0	N
17598	ENSG00000004939	8.0	33	17	42325753	42345509	-1	0.24242424242424243	N
17599	ENSG00000000457	48.0	48	1	169818772	169863408	-1	1.0	Y
17600	ENSG00000075945	43.0	48	1	169890467	170054349	-1	0.8958333333333334	N
17601	ENSG00000203740	5.0	5	1	170115142	170136931	1	1.0	N
17602	ENSG00000120370	48.0	48	1	170501270	170522587	1	1.0	N
17603	ENSG00000116132	38.0	48	1	170631869	170708560	1	0.7916666666666666	N
17604	ENSG00000117501	1.0	3	1	170904612	171033906	1	0.3333333333333333	N
17605	ENSG00000007933	47.0	47	1	171060018	171086959	1	1.0	N
17606	ENSG00000117507	10.0	19	1	171106879	171130707	1	0.5263157894736842	N
17607	ENSG00000094963	48.0	48	1	171154347	171181822	1	1.0	Y
17608	ENSG00000183160	16.0	48	12	108983622	108992096	-1	0.3333333333333333	N
17609	ENSG00000010932	25.0	42	1	171217638	171255117	1	0.5952380952380952	N
17610	ENSG00000076258	47.0	48	1	171283347	171311223	1	0.9791666666666666	N
17611	ENSG00000026025	27.0	48	10	17270258	17279592	1	0.5625	N
17612	ENSG00000117523	46.0	48	1	171454651	171562650	1	0.9583333333333334	Y
17613	ENSG00000163961	48.0	48	3	196195654	196230639	-1	1.0	Y
17614	ENSG00000034971	42.0	48	1	171604557	171621823	-1	0.875	Y
17615	ENSG00000110876	2.0	48	12	109015686	109027735	-1	0.041666666666666664	Y
17616	ENSG00000117533	48.0	48	1	171669300	171711387	-1	1.0	Y
17617	ENSG00000010165	33.0	48	1	171750788	171783163	1	0.6875	N
17618	ENSG00000110880	31.0	48	12	109038885	109125372	-1	0.6458333333333334	N
17619	ENSG00000197959	40.0	48	1	171810621	172387606	1	0.8333333333333334	Y
17620	ENSG00000214097	2.0	27	3	196233748	196242237	-1	0.07407407407407407	N
17621	ENSG00000135845	48.0	48	1	172339329	172413230	-1	1.0	N
17622	ENSG00000108309	9.0	48	17	42385781	42396039	1	0.1875	N
17623	ENSG00000180999	10.0	11	1	172389828	172437971	1	0.9090909090909091	N
17624	ENSG00000185798	12.0	48	3	196281056	196295545	-1	0.25	N
17625	ENSG00000174013	32.0	48	3	196295482	196315930	1	0.6666666666666666	N
17626	ENSG00000174004	47.0	48	3	196366557	196388875	1	0.9791666666666666	N
17627	ENSG00000163964	48.0	48	3	196366646	196462878	1	1.0	N
17628	ENSG00000094975	48.0	48	1	172501489	172580971	1	1.0	N
17629	ENSG00000117560	10.0	38	1	172628154	172636014	1	0.2631578947368421	N
17630	ENSG00000120337	16.0	38	1	173009100	173020103	-1	0.42105263157894735	N
17631	ENSG00000117586	47.0	48	1	173152873	173176452	-1	0.9791666666666666	N
17632	ENSG00000117592	36.0	48	1	173446405	173457946	1	0.75	N
17633	ENSG00000162753	23.0	23	1	173469603	173572233	-1	1.0	N
17634	ENSG00000183831	35.0	42	1	173578700	173639001	-1	0.8333333333333334	N
17635	ENSG00000013306	48.0	48	17	42396993	42402238	-1	1.0	N
17636	ENSG00000076321	43.0	48	1	173684080	173755840	1	0.8958333333333334	N
17637	ENSG00000120334	44.0	48	1	173768688	173793858	-1	0.9166666666666666	N
17638	ENSG00000174007	48.0	48	3	196433148	196439164	-1	1.0	N
17639	ENSG00000117593	48.0	48	1	173793641	173827684	1	1.0	N
17640	ENSG00000180370	34.0	48	3	196466728	196559518	1	0.7083333333333334	Y
17641	ENSG00000185278	23.0	48	1	173837220	173872687	1	0.4791666666666667	N
17642	ENSG00000117601	48.0	48	1	173872947	173886516	-1	1.0	N
17643	ENSG00000084112	9.0	48	12	109176466	109251366	-1	0.1875	N
17644	ENSG00000135870	47.0	48	1	173900352	173991435	-1	0.9791666666666666	Y
17645	ENSG00000119231	48.0	48	3	196594727	196661585	1	1.0	N
17646	ENSG00000148488	27.0	46	10	17360382	17496329	-1	0.5869565217391305	Y
17647	ENSG00000114503	46.0	48	3	196662273	196669468	-1	0.9583333333333334	N
17648	ENSG00000152061	48.0	48	1	174128548	174964445	1	1.0	Y
17649	ENSG00000165996	41.0	48	10	17631958	17659376	-1	0.8541666666666666	N
17650	ENSG00000203737	2.0	40	1	174417212	174418683	1	0.05	N
17651	ENSG00000116161	7.0	48	1	174968300	174980851	1	0.14583333333333334	N
17652	ENSG00000120333	29.0	48	1	174979925	174992561	-1	0.6041666666666666	N
17653	ENSG00000120332	36.0	37	1	175036994	175117202	1	0.972972972972973	Y
17654	ENSG00000235750	46.0	48	1	175126123	175162135	-1	0.9583333333333334	N
17655	ENSG00000163001	27.0	48	2	55746740	55773015	1	0.5625	N
17656	ENSG00000116147	1.0	25	1	175284330	175712906	-1	0.04	Y
17657	ENSG00000136738	39.0	48	10	17686124	17757913	1	0.8125	N
17658	ENSG00000143207	48.0	48	1	175913967	176176629	-1	1.0	Y
17659	ENSG00000116183	5.0	42	1	176432307	176814735	1	0.11904761904761904	Y
17660	ENSG00000119227	48.0	48	3	196673214	196695931	-1	1.0	N
17661	ENSG00000152092	14.0	42	1	176826438	177134109	-1	0.3333333333333333	Y
17662	ENSG00000030582	44.0	48	17	42422614	42430470	1	0.9166666666666666	N
17663	ENSG00000198797	5.0	43	1	177140633	177251558	1	0.11627906976744186	N
17664	ENSG00000163975	44.0	48	3	196715492	196756687	-1	0.9166666666666666	N
17665	ENSG00000120341	48.0	48	1	177893091	177953438	-1	1.0	Y
17666	ENSG00000138041	48.0	48	2	55774428	55846015	-1	1.0	N
17667	ENSG00000166111	5.0	27	12	109304658	109459045	-1	0.18518518518518517	N
17668	ENSG00000148483	11.0	11	10	17794251	17842867	1	1.0	Y
17669	ENSG00000075391	16.0	48	1	178062864	178448644	1	0.3333333333333333	N
17670	ENSG00000240021	8.0	8	1	178482212	178517734	1	1.0	Y
17671	ENSG00000213057	39.0	45	1	178511887	178518024	1	0.8666666666666667	N
17672	ENSG00000116191	46.0	48	1	178694300	178889238	1	0.9583333333333334	N
17673	ENSG00000116194	42.0	48	1	178818840	178840187	-1	0.875	N
17674	ENSG00000116199	48.0	48	1	178994939	179045697	1	1.0	N
17675	ENSG00000186283	48.0	48	1	179050512	179067158	1	1.0	Y
17676	ENSG00000075711	44.0	48	3	196769431	197026171	-1	0.9166666666666666	Y
17677	ENSG00000143322	45.0	48	1	179068462	179198819	-1	0.9375	N
17678	ENSG00000057252	40.0	48	1	179262925	179327815	1	0.8333333333333334	N
17679	ENSG00000183748	43.0	43	10	17851362	17953178	1	1.0	Y
17680	ENSG00000162779	21.0	21	1	179334855	179523870	1	1.0	Y
17681	ENSG00000135093	42.0	48	12	109460894	109525831	1	0.875	N
17682	ENSG00000116218	5.0	6	1	179519674	179545087	-1	0.8333333333333334	N
17683	ENSG00000162782	39.0	39	1	179560748	179660407	1	1.0	Y
17684	ENSG00000143340	13.0	33	1	179712298	179785333	1	0.3939393939393939	N
17685	ENSG00000169905	31.0	48	1	179809102	179846938	-1	0.6458333333333334	N
17686	ENSG00000161682	27.0	48	17	42430583	42441243	-1	0.5625	N
17687	ENSG00000143337	31.0	48	1	179851177	179894135	1	0.6458333333333334	N
17688	ENSG00000138035	47.0	48	2	55861400	55921045	-1	0.9791666666666666	Y
17689	ENSG00000135837	15.0	48	1	179923873	180084015	1	0.3125	N
17690	ENSG00000189046	48.0	48	12	109525996	109531436	-1	1.0	N
17691	ENSG00000116260	39.0	48	1	180123969	180173165	1	0.8125	N
17692	ENSG00000121454	48.0	48	1	180199421	180249380	1	1.0	Y
17693	ENSG00000005961	3.0	48	17	42449548	42466873	-1	0.0625	N
17694	ENSG00000135847	48.0	48	1	180244515	180472089	-1	1.0	Y
17695	ENSG00000184040	27.0	27	10	18041218	18089855	1	1.0	N
17696	ENSG00000143324	31.0	48	1	180601140	180859387	1	0.6458333333333334	Y
17697	ENSG00000076248	45.0	48	12	109535379	109548797	1	0.9375	N
17698	ENSG00000135835	44.0	48	1	180882290	180920750	1	0.9166666666666666	N
17699	ENSG00000135823	20.0	48	1	180941861	180992047	-1	0.4166666666666667	Y
17700	ENSG00000153029	48.0	48	1	181003067	181031074	1	1.0	Y
17701	ENSG00000162783	9.0	48	1	181057638	181059977	1	0.1875	N
17702	ENSG00000120586	37.0	37	10	18098352	18200091	1	1.0	Y
17703	ENSG00000076555	37.0	48	12	109554400	109706031	1	0.7708333333333334	Y
17704	ENSG00000198216	8.0	30	1	181382238	181777219	1	0.26666666666666666	N
17705	ENSG00000179930	5.0	12	1	182023705	182030847	-1	0.4166666666666667	N
17706	ENSG00000115380	43.0	48	2	56093102	56151274	-1	0.8958333333333334	N
17707	ENSG00000135821	37.0	48	1	182350839	182361341	-1	0.7708333333333334	N
17708	ENSG00000203730	22.0	25	1	182367252	182369751	-1	0.88	N
17709	ENSG00000186566	28.0	48	17	42472652	42580798	-1	0.5833333333333334	N
17710	ENSG00000148482	29.0	30	10	18240768	18332221	1	0.9666666666666667	N
17711	ENSG00000135828	48.0	48	1	182542769	182558391	-1	1.0	N
17712	ENSG00000143333	45.0	48	1	182567758	182573543	-1	0.9375	N
17713	ENSG00000135824	1.0	21	1	182615239	182653711	-1	0.047619047619047616	N
17714	ENSG00000135838	48.0	48	1	182758428	182799519	1	1.0	Y
17715	ENSG00000180340	41.0	48	17	42634925	42636907	1	0.8541666666666666	N
17716	ENSG00000135829	4.0	48	1	182808504	182856886	1	0.08333333333333333	N
17717	ENSG00000135862	36.0	48	1	182992595	183114727	1	0.75	N
17718	ENSG00000165995	40.0	48	10	18429606	18830798	1	0.8333333333333334	Y
17719	ENSG00000058085	46.0	47	1	183155373	183214035	1	0.9787234042553191	N
17720	ENSG00000157064	25.0	47	1	183217372	183387737	-1	0.5319148936170213	Y
17721	ENSG00000180336	46.0	46	17	42733762	42767676	1	1.0	N
17722	ENSG00000161267	41.0	48	3	197236654	197300194	-1	0.8541666666666666	N
17723	ENSG00000055813	21.0	46	2	56411258	56613308	1	0.45652173913043476	Y
17724	ENSG00000116698	48.0	48	1	183441351	183567381	1	1.0	N
17725	ENSG00000028116	48.0	48	2	58134786	58387055	1	1.0	Y
17726	ENSG00000180329	35.0	48	17	42750437	42767147	-1	0.7291666666666666	N
17727	ENSG00000116701	39.0	48	1	183524698	183560011	-1	0.8125	N
17728	ENSG00000161692	48.0	48	17	42785976	42829632	1	1.0	Y
17729	ENSG00000162704	44.0	48	1	183592401	183604892	-1	0.9166666666666666	N
17730	ENSG00000143344	15.0	48	1	183605220	183897665	1	0.3125	Y
17731	ENSG00000173627	2.0	6	1	183615541	183622451	-1	0.3333333333333333	N
17732	ENSG00000145016	18.0	48	3	197398264	197476598	-1	0.375	Y
17733	ENSG00000198756	48.0	48	1	183898796	184006863	-1	1.0	Y
17734	ENSG00000198860	48.0	48	1	184020811	184043346	1	1.0	N
17735	ENSG00000116667	34.0	48	1	184356192	184598154	1	0.7083333333333334	Y
17736	ENSG00000139445	18.0	31	12	109715784	109747025	-1	0.5806451612903226	N
17737	ENSG00000116406	48.0	48	1	184659365	184724047	-1	1.0	N
17738	ENSG00000174527	11.0	34	12	109785708	109893328	1	0.3235294117647059	Y
17739	ENSG00000135842	27.0	48	1	184759858	184943682	-1	0.5625	Y
17740	ENSG00000121481	38.0	48	1	185014496	185071740	1	0.7916666666666666	N
17741	ENSG00000115392	46.0	48	2	58386378	58468507	-1	0.9583333333333334	Y
17742	ENSG00000121486	46.0	48	1	185087220	185126204	-1	0.9583333333333334	N
17743	ENSG00000116668	19.0	48	1	185126212	185260897	1	0.3958333333333333	N
17744	ENSG00000122068	30.0	48	3	197464050	197514467	1	0.625	Y
17745	ENSG00000116679	12.0	48	1	185265520	185286461	-1	0.25	N
17746	ENSG00000143341	18.0	46	1	185703683	186160085	1	0.391304347826087	Y
17747	ENSG00000073670	47.0	48	17	42836399	42859214	1	0.9791666666666666	N
17748	ENSG00000116690	12.0	48	1	186265405	186283694	1	0.25	N
17749	ENSG00000047410	38.0	48	1	186280784	186344825	-1	0.7916666666666666	N
17750	ENSG00000110906	48.0	48	12	109886461	109915349	-1	1.0	N
17751	ENSG00000241058	48.0	48	10	18834490	18940551	-1	1.0	Y
17752	ENSG00000157181	48.0	48	1	186344890	186390510	1	1.0	N
17753	ENSG00000262180	1.0	48	1	186369704	186370587	1	0.020833333333333332	N
17754	ENSG00000116703	29.0	37	1	186412698	186430254	-1	0.7837837837837838	N
17755	ENSG00000073756	2.0	48	1	186640923	186649559	-1	0.041666666666666664	N
17756	ENSG00000186001	31.0	48	3	197518097	197615307	1	0.6458333333333334	Y
17757	ENSG00000116711	25.0	48	1	186798085	186958113	1	0.5208333333333334	Y
17758	ENSG00000162670	16.0	38	1	190066792	190446759	-1	0.42105263157894735	Y
17759	ENSG00000150681	46.0	46	1	192127587	192154945	1	1.0	N
17760	ENSG00000119866	3.0	44	2	60678302	60780702	-1	0.06818181818181818	Y
17761	ENSG00000090104	40.0	48	1	192544857	192549161	1	0.8333333333333334	N
17762	ENSG00000165997	39.0	48	10	18948334	18970568	1	0.8125	N
17763	ENSG00000127074	1.0	27	1	192605275	192629390	1	0.037037037037037035	Y
17764	ENSG00000182963	41.0	47	17	42875816	42908184	-1	0.8723404255319149	N
17765	ENSG00000116741	34.0	48	1	192778169	192781403	1	0.7083333333333334	N
17766	ENSG00000204740	40.0	41	10	19492779	20079330	1	0.975609756097561	Y
17767	ENSG00000116750	47.0	48	1	192981380	193029237	-1	0.9791666666666666	N
17768	ENSG00000151148	48.0	48	12	109915207	109974507	1	1.0	N
17769	ENSG00000116747	45.0	48	1	193028552	193060907	1	0.9375	N
17770	ENSG00000131097	11.0	46	17	42923721	42927848	1	0.2391304347826087	Y
17771	ENSG00000023572	46.0	48	1	193065598	193075244	-1	0.9583333333333334	N
17772	ENSG00000134371	1.0	48	1	193091147	193223031	1	0.020833333333333332	N
17773	ENSG00000162630	12.0	47	1	193148175	193155784	-1	0.2553191489361702	N
17774	ENSG00000108883	46.0	48	17	42927311	42977030	-1	0.9583333333333334	N
17775	ENSG00000162687	26.0	46	1	196194909	196578355	-1	0.5652173913043478	Y
17776	ENSG00000120594	24.0	48	10	20105168	20578785	1	0.5	Y
17777	ENSG00000000971	44.0	48	1	196621008	196716634	1	0.9166666666666666	Y
17778	ENSG00000116785	30.0	30	1	196743925	196763203	1	1.0	Y
17779	ENSG00000244414	36.0	36	1	196788887	196801319	1	1.0	Y
17780	ENSG00000134365	3.0	3	1	196819371	196888102	1	1.0	Y
17781	ENSG00000143278	1.0	2	1	197008321	197036397	-1	0.5	N
17782	ENSG00000115421	29.0	48	2	60983365	61029220	1	0.6041666666666666	N
17783	ENSG00000177888	46.0	48	1	197122810	197169672	-1	0.9583333333333334	N
17784	ENSG00000114473	48.0	48	3	197615946	197687013	-1	1.0	Y
17785	ENSG00000078114	11.0	48	10	21068902	21463116	-1	0.22916666666666666	Y
17786	ENSG00000134376	12.0	22	1	197170592	197447585	1	0.5454545454545454	Y
17787	ENSG00000182899	2.0	48	3	197676858	197683481	1	0.041666666666666664	N
17788	ENSG00000213047	33.0	48	1	197473878	197744826	-1	0.6875	Y
17789	ENSG00000162924	5.0	48	2	61108656	61158745	1	0.10416666666666667	N
17790	ENSG00000203724	48.0	48	1	197871777	197876497	1	1.0	N
17791	ENSG00000143355	3.0	14	1	197881037	197904608	1	0.21428571428571427	Y
17792	ENSG00000185621	5.0	48	3	197687071	197770591	1	0.10416666666666667	Y
17793	ENSG00000151414	40.0	48	1	198126093	198291550	1	0.8333333333333334	N
17794	ENSG00000162927	48.0	48	2	61167357	61245394	-1	1.0	N
17795	ENSG00000139428	47.0	48	12	109991542	110011679	-1	0.9791666666666666	N
17796	ENSG00000204683	4.0	6	10	21414692	21435488	-1	0.6666666666666666	N
17797	ENSG00000081237	5.0	48	1	198607801	198726545	1	0.10416666666666667	N
17798	ENSG00000204682	27.0	47	10	21781587	21786191	-1	0.574468085106383	Y
17799	ENSG00000180592	1.0	46	10	21802407	21814611	-1	0.021739130434782608	Y
17800	ENSG00000116833	32.0	34	1	199996730	200146552	1	0.9411764705882353	N
17801	ENSG00000162702	7.0	48	1	200374068	200379184	-1	0.14583333333333334	N
17802	ENSG00000078403	2.0	48	10	21823094	22032559	1	0.041666666666666664	Y
17803	ENSG00000118193	8.0	34	1	200520628	200589862	-1	0.23529411764705882	N
17804	ENSG00000118197	48.0	48	1	200593024	200639097	-1	1.0	Y
17805	ENSG00000131095	22.0	48	17	42982376	42994305	-1	0.4583333333333333	N
17806	ENSG00000118200	39.0	48	1	200708686	200829832	1	0.8125	Y
17807	ENSG00000163362	26.0	41	1	200860176	200884863	1	0.6341463414634146	Y
17808	ENSG00000116852	38.0	48	1	200938520	200992828	-1	0.7916666666666666	N
17809	ENSG00000162928	11.0	48	2	61244360	61279125	1	0.22916666666666666	N
17810	ENSG00000081248	16.0	29	1	201008642	201081694	-1	0.5517241379310345	N
17811	ENSG00000232237	40.0	41	1	201083081	201096312	-1	0.975609756097561	N
17812	ENSG00000110921	45.0	48	12	110011060	110035067	1	0.9375	N
17813	ENSG00000116857	48.0	48	1	201103900	201140702	-1	1.0	N
17814	ENSG00000162929	38.0	48	2	61293006	61391960	1	0.7916666666666666	N
17815	ENSG00000163395	42.0	45	1	201159953	201198080	1	0.9333333333333333	Y
17816	ENSG00000081277	20.0	48	1	201252580	201302121	1	0.4166666666666667	N
17817	ENSG00000118194	2.0	48	1	201328136	201346890	-1	0.041666666666666664	N
17818	ENSG00000159166	7.0	48	1	201342372	201368736	-1	0.14583333333333334	N
17819	ENSG00000159173	22.0	48	1	201373625	201398994	-1	0.4583333333333333	N
17820	ENSG00000186185	3.0	47	17	43002077	43025082	-1	0.06382978723404255	N
17821	ENSG00000174307	30.0	48	1	201434620	201438365	-1	0.625	N
17822	ENSG00000136770	22.0	48	10	22045466	22292698	-1	0.4583333333333333	Y
17823	ENSG00000139438	7.0	48	12	110152033	110208312	1	0.14583333333333334	Y
17824	ENSG00000159176	10.0	48	1	201452658	201478584	-1	0.20833333333333334	N
17825	ENSG00000173209	48.0	48	2	61404553	61418338	1	1.0	N
17826	ENSG00000131094	10.0	48	17	43037061	43045439	-1	0.20833333333333334	N
17827	ENSG00000269690	5.0	48	1	201592013	201592738	1	0.10416666666666667	N
17828	ENSG00000111199	39.0	47	12	110220890	110271212	-1	0.8297872340425532	N
17829	ENSG00000134369	21.0	48	1	201592411	201796102	1	0.4375	Y
17830	ENSG00000172992	48.0	48	17	43100708	43138473	-1	1.0	Y
17831	ENSG00000198700	23.0	48	1	201798269	201853422	1	0.4791666666666667	N
17832	ENSG00000136448	48.0	48	17	43128978	43186384	1	1.0	N
17833	ENSG00000198892	48.0	48	1	201857808	201861434	1	1.0	N
17834	ENSG00000223601	1.0	5	10	22497743	22498950	-1	0.2	N
17835	ENSG00000163431	48.0	48	1	201865580	201915715	-1	1.0	N
17836	ENSG00000134375	48.0	48	1	201924619	201939789	1	1.0	N
17837	ENSG00000148444	10.0	48	10	22604903	22609235	1	0.20833333333333334	Y
17838	ENSG00000176393	48.0	48	1	201951500	201975275	1	1.0	N
17839	ENSG00000163435	1.0	48	1	201977073	201986316	1	0.020833333333333332	N
17840	ENSG00000115464	48.0	48	2	61414598	61697904	-1	1.0	N
17841	ENSG00000170075	23.0	43	1	202091986	202102720	1	0.5348837209302325	N
17842	ENSG00000143862	34.0	48	1	202102532	202113869	-1	0.7083333333333334	N
17843	ENSG00000143851	41.0	47	1	202116141	202130716	-1	0.8723404255319149	N
